,compn,exp. pKa,pKa predicted by models:8-9,pKa predicted by models:5-2,pKa predicted by models:5-3,pKa predicted by models:5-9,pKa predicted by models:5-8,pKa predicted by models:5-5,pKa predicted by models:6-2,pKa predicted by models:5-4,pKa predicted by models:6-3,pKa predicted by models:5-7,pKa predicted by models:5-6,pKa predicted by models:6-9,pKa predicted by models:6-8,pKa predicted by models:6-5,pKa predicted by models:7-2,pKa predicted by models:7-3,pKa predicted by models:6-4,pKa predicted by models:6-7,pKa predicted by models:7-9,pKa predicted by models:7-8,pKa predicted by models:6-6,pKa predicted by models:5-0,pKa predicted by models:8-2,pKa predicted by models:7-5,pKa predicted by models:8-3,pKa predicted by models:7-4,pKa predicted by models:8-8,pKa predicted by models:7-7,pKa predicted by models:7-6,pKa predicted by models:9-2,pKa predicted by models:5-1,pKa predicted by models:8-5,pKa predicted by models:9-3,pKa predicted by models:6-0,pKa predicted by models:9-9,pKa predicted by models:8-4,pKa predicted by models:9-8,pKa predicted by models:10-2,pKa predicted by models:8-7,pKa predicted by models:8-6,pKa predicted by models:9-5,pKa predicted by models:10-3,pKa predicted by models:10-9,pKa predicted by models:6-1,pKa predicted by models:10-8,pKa predicted by models:11-2,pKa predicted by models:9-4,pKa predicted by models:11-4,pKa predicted by models:7-0,pKa predicted by models:9-7,pKa predicted by models:10-5,pKa predicted by models:11-3,pKa predicted by models:9-6,pKa predicted by models:11-9,pKa predicted by models:11-7,pKa predicted by models:11-8,pKa predicted by models:10-4,pKa predicted by models:11-6,pKa predicted by models:10-7,pKa predicted by models:11-5,pKa predicted by models:8-0,pKa predicted by models:7-1,pKa predicted by models:10-6,pKa predicted by models:9-0,pKa predicted by models:8-1,pKa predicted by models:10-0,pKa predicted by models:9-1,pKa predicted by models:11-0,pKa predicted by models:10-1,pKa predicted by models:11-1,consensus,std. dev.
60,sm6-18_an->2an,11.02,11.301518,9.305232,11.997578,10.063684,10.935862,10.971709,10.767433,10.390689,11.847073,10.215252,10.783085,10.774517,10.488447,11.367242,9.554535,11.769447,11.288195,11.191352,10.310222,10.692186,10.342274,11.561045,9.9517,10.52882,12.443491,10.704582,10.332468,10.487875,10.746802,10.320566,11.284304,10.34147,11.81888,11.976764,10.251183,11.70216,10.94958,10.347102,10.878937,10.557089,10.351221,11.717537,11.143147,11.545092,10.942242,10.3661585,11.968834,10.589905,11.821428,10.622055,11.357061,12.398293,10.121148,10.832582,10.864895,11.135349,10.656794,9.795662,11.222258,10.906572,11.801489,10.836737,9.915887,12.628111,11.367074,11.982353,10.771422,11.333786,11.028051,11.219613,10.955001488806497,0.6875469937700162
61,sm6-19me_neut->an,9.56,8.977554,9.300961,8.462858,9.620508,9.322894,8.671916,9.118911,8.919733,9.2290745,9.668763,9.6554,9.285364,9.379848,8.906969,8.773546,9.338662,9.160664,9.958939,9.173855,8.887981,8.775857,7.7959423,8.952688,8.605116,9.243378,9.314234,9.399037,9.154158,9.173328,9.670843,9.469256,8.203679,9.004844,7.6284704,9.07988,9.588451,9.437945,8.774722,9.887462,8.756107,8.235758,9.166813,9.548571,9.76387,9.71516,9.586897,9.218575,9.432124,8.14725,9.899203,8.342403,9.922957,9.303685,9.451069,9.241734,9.824625,9.022632,8.9282055,10.308909,8.611748,8.022083,10.100448,8.852796,7.809905,9.459784,7.972599,9.54248,7.872511,8.998621,9.642801,9.11600022329411,0.5873254851438874
62,sm6-20_neut->an,5.7,6.2011766,5.4361544,6.2545843,5.360282,4.936347,5.3157687,5.728832,5.068017,6.6645017,6.505189,5.4991336,6.969145,5.744331,6.3114414,6.2699776,6.1946044,6.1879764,6.1554227,5.548417,5.9820614,5.567418,6.795822,5.5445576,4.9844913,6.4605145,6.526477,5.9697104,6.0666847,6.1385508,5.855257,6.7769976,5.3661747,5.765375,5.835647,6.154413,7.021493,5.783139,5.9282284,6.600287,5.822543,4.918347,5.6605043,6.3813014,7.3831463,6.401478,5.7174416,6.8973856,6.296831,6.736307,6.6747046,5.2710123,6.2781773,6.945752,5.5631027,5.922,5.9421673,7.019888,5.4510846,5.9984455,5.8386407,6.592168,5.7916365,6.387519,6.284204,6.2295847,4.7467046,6.274768,5.4158287,6.409529,6.4219356,6.040123089266495,0.5632384179270372
63,sm6-21_cation->neut,4.1,4.114517,3.4866292,4.0716286,4.3497934,4.2743793,3.829257,4.586273,4.3918276,3.874,3.8683043,3.5842934,4.2446213,3.990443,3.6523197,5.18756,4.028622,4.193555,4.3418303,3.904389,3.9942188,4.322882,3.9519968,5.8270116,3.6182237,3.7745624,4.510295,3.7471309,4.11491,3.7405596,5.1233745,2.983821,3.7634132,3.9991446,4.5998373,4.432235,4.306468,4.1212354,5.1388006,3.8459773,3.3862474,3.5073671,3.7885857,4.118796,2.6654387,4.27934,5.4136314,4.793098,4.7311363,4.136203,3.882413,3.4299936,4.3072453,4.890184,4.173954,3.9371996,3.7039776,4.3772936,3.9099221,4.2597337,3.4546423,4.383958,3.503449,3.917388,3.9236903,3.7385004,4.2155867,4.3505354,3.262618,3.7080736,4.0040946,4.086544172528765,0.5263705478091346
64,sm6-22_cation->neut,2.4,3.4626465,2.5772343,1.143228,2.8899305,3.986444,4.519419,2.893279,3.0540118,2.2064943,2.8931358,2.9129145,3.121849,3.0110264,4.780412,2.729432,1.9373941,3.149659,3.4313564,2.934249,1.5876527,2.9017022,3.0849025,3.1766582,5.049809,2.4430652,3.831302,2.6947215,3.1112235,2.341198,3.5337472,2.191844,4.342344,1.7162852,2.9888942,2.5599718,4.264823,2.6433592,2.6226964,3.8929462,1.9402971,4.4472685,1.0661368,2.8759165,2.725458,2.593607,3.8170764,4.1589804,3.6907926,2.9424195,3.2344537,4.6131115,1.0601587,1.6708384,2.9862294,4.076249,2.4890711,3.499234,2.3800325,4.345877,4.2014523,3.2019963,3.1897504,2.2226474,3.492157,2.819923,2.7296743,2.6494727,3.1238644,2.676897,2.8546891,3.0251970982887375,0.8577533590675622
65,sm6-22_neut->an,7.43,7.0423517,6.877281,6.8025384,7.0430613,7.743837,8.077619,7.0519257,7.4802337,7.4654655,9.030447,7.436549,7.1582284,8.144238,7.9510326,7.509661,7.5581617,7.5661216,8.794392,7.2382817,7.5005035,7.957793,8.064713,7.550548,7.9360437,7.566219,8.208712,7.6076055,9.458819,7.1894865,7.4127803,7.5510864,7.8140917,7.554059,8.397258,6.352322,8.44648,7.1186643,7.1863594,8.867118,7.2203927,7.9545307,7.4675527,7.801735,7.604617,7.3473616,7.192618,8.366548,8.6080475,8.130012,9.025009,7.8310213,7.5762987,7.615693,6.4941134,9.098421,7.216463,8.461458,7.6900005,9.295661,7.8343253,7.942857,8.058504,7.4261456,7.7909727,7.8374815,7.6797485,7.7647905,7.702669,7.505183,7.887643,7.754506509807749,0.6147026716249263
66,sm6-23me_cation->neut,5.45,5.999855,5.4394913,6.591883,6.5998974,5.2595057,5.817121,6.0570865,4.7404513,6.6347504,6.4993987,5.633173,6.5562997,4.844819,5.5015583,6.3061585,6.8107276,5.134701,6.603448,6.2454314,5.1185207,4.73711,6.298648,5.835542,6.4168134,6.540121,4.3789706,5.5298915,6.711501,5.664527,6.720672,6.6103945,5.564166,6.3012524,5.72874,6.1751804,7.5919647,5.0875187,6.705679,7.1161466,5.311911,5.871454,5.8463106,5.407487,7.599041,5.6143045,6.29058,6.0407505,6.9169316,5.829865,7.302348,5.151063,7.0609384,6.5702286,5.5709476,6.9656434,5.31288,4.969536,4.8276978,6.2550445,5.3930016,5.2683363,6.7521615,5.4676123,5.663954,6.0324388,5.1919537,6.949776,4.7824154,8.270008,7.579528,6.022891047303106,0.8041200542300769
67,sm6-24_cation->neut,2.6,2.5677757,3.1521904,3.3044648,4.0924788,3.4271355,3.2783253,3.4115605,3.2623086,4.0770807,3.3427799,3.114911,3.3182244,3.1360965,3.158409,3.5661378,3.3110838,3.2627716,3.179265,3.1751623,3.6571264,3.0367575,2.8311076,3.4161372,2.8296514,3.9612947,2.9493291,2.7986126,3.6514108,2.9697857,3.2109194,2.8228617,2.5873537,4.045601,2.5841699,2.9128442,3.5243616,3.4337044,3.4554024,3.288396,2.4952145,3.3263488,3.303388,3.178887,2.9385118,3.6529276,3.7850099,3.3580165,4.036523,2.992955,3.3472526,2.5988598,3.549271,3.8702064,3.4332151,3.6554425,3.3261771,3.168798,2.775238,3.2911434,2.7073689,2.900597,3.6522093,2.6689317,2.82797,4.045166,3.0728974,3.6096919,2.725398,3.4564424,4.26558,3.2636708118546176,0.4197597604387226
68,sm7-25_neut->an,4.49,3.7181683,5.458418,4.62371,4.251026,4.7438135,5.031658,4.796919,4.6976852,4.474682,4.532305,4.346738,4.031516,5.462859,5.125847,5.8213916,4.7213,4.580961,4.5871134,4.791552,5.124346,4.8477874,4.0932503,5.5746155,4.9046674,5.2853146,4.6132603,5.210695,4.581896,4.2707286,5.1987176,4.032388,4.623533,4.8230715,4.857529,4.4944353,4.3147635,4.8145595,5.3223324,3.9281995,4.6319733,5.0321975,4.5188646,4.46602,4.5555654,5.129261,5.8331842,4.7826676,4.8453627,4.7525682,4.6777706,4.975315,4.95864,4.8733864,4.990107,4.2628927,4.8065825,4.5196786,4.0331974,5.00727,4.2310996,4.6718745,4.4980917,4.687357,4.419919,4.512832,4.668564,4.8185153,4.7762365,4.2247233,4.5245605,4.716761004622554,0.41314131937884685
69,sm7-26_neut->an,4.91,5.191693,6.2167788,4.85743,6.113391,6.5784755,6.3784056,5.7591734,4.8979125,5.1127443,5.1701446,6.110054,5.2328677,6.4008045,6.489808,6.6551228,5.853264,5.017481,5.621407,6.032419,6.085499,5.483821,5.2601266,6.784682,6.2304263,5.3765216,5.427948,5.854549,5.0625787,5.7798386,6.3882723,4.6772385,5.5896916,5.3052197,5.601239,5.4858284,5.4186916,5.8870163,6.453521,4.9450507,5.2045755,6.0796285,5.455771,5.9910994,4.8035316,6.244663,6.721897,5.2563567,5.368643,6.048875,5.5314693,5.728814,5.6553617,5.917985,4.83743,5.56981,6.4135084,5.0196466,5.2684836,5.2496457,5.608829,5.7143955,5.839526,5.387624,5.9208527,5.4181533,6.3299785,5.4190564,5.917091,4.887269,5.378914,5.660366470175729,0.5273891901592583
70,sm7-27_neut->an,10.45,11.556642,11.342952,11.418106,12.413624,13.112034,10.492563,10.785696,10.391653,10.843383,10.928532,11.034908,12.044929,12.679628,10.576527,11.500338,11.309456,11.294691,12.058777,10.994521,12.371499,10.999848,10.606581,12.000068,10.62136,11.027141,10.627176,13.169943,11.5729065,11.193203,11.500282,11.466345,10.454959,10.438227,11.251635,11.7549,11.111034,12.996296,11.3473015,12.332323,10.80442,11.068818,10.859867,11.427684,10.74193,13.022581,12.06646,11.762253,11.509904,11.00386,11.920562,10.807622,11.506241,11.183143,10.82958,11.5390415,12.271901,11.799952,10.884694,11.826389,10.442826,11.080801,10.990345,10.772711,10.879261,11.370445,11.180417,11.036932,10.864535,11.418999,11.579777,11.359520243255187,0.6760601530569614
71,sm7-29_neut->an,10.05,12.353001,12.09044,11.821599,12.408255,12.354447,11.349859,12.294703,11.705275,11.421395,11.854364,11.680798,12.006189,12.134655,11.770569,12.060496,12.194395,11.32456,11.829065,12.278816,12.022181,10.873243,11.710734,11.687437,11.274775,11.520983,12.173564,12.606141,11.7397375,10.9103985,12.08221,11.587938,10.940001,11.337383,11.892611,12.122754,11.700745,12.349933,12.462867,12.213644,11.067384,11.622516,11.649705,12.5955,11.383398,11.639915,12.27459,11.976229,12.150401,11.71624,11.7119665,11.417923,11.611796,11.560345,11.820297,11.865943,11.938805,12.040862,10.396377,12.1931095,11.227595,11.54095,11.734062,11.375707,12.271705,11.618128,12.152082,11.320061,11.869969,11.222611,11.539482,11.75630722314539,0.4789205096102341
72,sm7-30_neut->an,10.29,10.551846,9.745502,9.080982,10.268797,11.021583,9.475311,9.4017315,9.222038,8.761572,9.579781,10.033255,10.573344,11.175958,10.120249,9.82852,8.914994,9.8352995,10.664338,10.532039,10.660348,10.218946,9.1692505,9.779289,9.471609,9.433689,9.236237,10.6145735,10.742265,9.349072,9.876332,9.847057,9.7804165,9.460863,10.617914,10.5043745,9.322689,10.727428,9.254616,10.991684,9.383984,9.746347,9.188112,10.574495,9.385622,10.358922,11.273428,9.717428,9.754209,10.624153,10.551355,9.130403,9.527144,9.993139,10.013771,10.440577,10.35207,10.269447,9.231529,10.981661,10.497406,10.458322,9.802376,9.428368,11.337308,10.274268,11.274587,10.303562,9.795219,9.6546135,10.026285,10.020928235658458,0.6302383797706828
73,sm7-31_neut->an,11.02,11.439484,9.711422,10.327381,10.830818,12.2727165,11.022203,10.331865,11.009905,9.673668,10.426617,10.365881,10.731684,11.984432,11.256292,9.8725605,10.873989,10.389506,10.288033,10.554529,11.715067,10.336422,9.698779,10.168149,10.936724,10.231981,11.149164,11.896011,10.501035,10.128776,10.004545,10.621769,10.523573,9.863455,10.296589,10.577215,10.757394,11.422555,10.76388,11.830265,9.770388,10.736607,10.506459,11.864253,9.87101,11.2923355,11.260144,11.471854,11.509642,10.584116,10.786562,10.354484,10.917932,10.559925,10.645441,10.930355,11.226507,11.734985,10.069028,11.048237,10.367355,10.964983,10.352085,9.781666,11.153595,10.337638,11.408916,11.043664,11.307827,9.67507,9.791651,10.720155602038746,0.6283444128440066
74,sm7-32_neut->an,10.45,11.882566,10.978351,10.585129,11.265985,10.871303,11.108226,10.642945,10.751583,10.469095,11.507292,11.104068,11.119857,11.170501,11.244125,11.313721,10.31604,10.380255,10.576703,11.28302,11.439079,10.24722,10.687393,10.735146,11.405928,11.079522,10.29365,11.76614,10.327171,9.976382,11.427187,10.98403,10.778063,11.170558,11.296463,11.27105,9.984179,12.132252,11.087479,10.853422,10.024595,11.023075,10.928947,12.091432,10.794798,11.683467,11.8751745,10.556866,10.040712,11.751191,11.807944,11.0240555,10.904196,10.234346,11.17754,12.08218,11.689561,10.545334,9.770891,10.413934,11.015991,11.621141,10.55636,10.196413,12.166732,10.547066,12.171139,11.119004,11.773173,10.852854,11.047845,11.006352601924414,0.5903795569870816
75,sm7-34_neut->an,11.93,11.554385,9.828293,10.425746,11.999996,11.420044,11.841222,10.15295,9.057156,9.107399,10.390526,10.581498,12.196187,11.264496,11.640153,10.049032,10.826164,8.989029,10.051937,11.219264,11.585962,10.349995,10.5040245,9.925363,11.471754,10.579269,9.950163,11.355614,10.17811,10.601191,9.916849,10.003639,11.062658,11.073795,10.31827,11.410161,9.340439,10.685854,10.021426,10.81196,9.741194,11.294399,10.074033,11.665041,10.828323,10.787173,10.198407,9.942017,10.390563,10.785458,11.17728,10.950886,11.186759,10.769539,11.432111,10.933161,10.984715,9.92606,10.205517,11.14329,11.077249,11.245579,10.929961,10.27001,11.664357,10.825695,11.122907,10.979893,11.553274,10.399551,10.985486,10.720307896573779,0.7125307270984836
76,sm7-35_neut->an,9.87,11.461881,10.51311,10.323408,11.026381,10.457524,11.006982,10.73065,10.782055,10.084926,11.1264105,10.758071,10.929745,10.919142,10.928141,11.055941,10.561871,10.392045,11.0840025,10.97013,10.514738,10.314213,10.69219,10.363095,11.17333,10.509293,9.989496,11.164652,10.885362,10.229858,11.070271,11.063194,10.605883,10.481236,10.432308,10.6563635,10.248562,11.2952385,11.158676,11.191259,9.440302,10.577372,10.075376,11.38076,10.709173,10.841519,11.317394,10.410362,10.765875,10.904161,11.217665,10.375998,10.379611,10.223803,10.921896,11.18259,10.870878,10.782921,9.667515,11.387145,10.377098,10.785455,10.605659,9.884055,11.42981,10.553258,11.005733,11.11585,10.946078,10.7159195,10.853367,10.714453927160989,0.428801529654751
77,sm7-36_neut->an,9.8,8.738581,8.373395,8.728691,8.937352,9.105705,8.605136,8.436935,8.684866,8.833662,8.473097,8.766908,8.228117,9.19851,9.360867,9.221418,9.152929,8.985416,9.107907,8.757865,9.562773,8.134819,9.287731,8.722002,9.045509,9.588057,8.734756,9.38702,8.49008,7.946698,8.807665,8.99527,9.131304,10.063999,9.519791,8.194256,8.868982,9.058273,8.7214,8.539728,8.237368,8.570925,9.699097,8.664102,8.738844,9.033129,9.634285,8.857288,8.421225,9.506178,8.97216,8.581332,9.583901,8.410194,8.621004,10.0398035,8.763519,8.917908,8.227421,8.935778,8.293724,9.436326,8.889578,8.153647,10.598597,9.26721,9.733941,9.850332,9.689295,8.483236,9.475805,8.965980621122977,0.5308122574657541
78,sm7-37_neut->an,10.33,10.071339,9.937563,10.37652,10.9471655,10.663328,11.120406,10.485719,9.882492,9.6594095,10.025185,11.176765,11.223364,10.402535,11.014311,10.381598,10.6208935,10.3598995,9.506265,10.2758255,10.58739,9.612118,9.497268,10.582117,10.151349,10.622298,9.903476,10.771516,9.464791,10.181795,10.12372,10.260557,11.047729,10.574371,9.074553,10.211531,10.390901,9.92354,9.996665,10.866712,9.989954,10.555569,10.446124,10.7325325,10.034119,10.344131,11.019878,10.152407,10.466542,9.790672,10.163845,10.0505085,10.764742,10.936494,10.58443,10.808811,10.4936695,10.102957,10.031082,10.51458,11.028373,10.325443,9.943455,10.423794,10.271554,10.221241,10.693466,10.22183,10.819124,9.552413,9.217132,10.324026081998582,0.4678242564918808
79,sm7-38_neut->an,9.44,10.229946,9.758152,9.562729,10.806952,9.952056,9.767718,9.912844,9.937319,8.906337,10.420137,10.316686,10.474024,9.710846,10.009798,10.483715,9.182486,9.90452,10.434464,9.7764015,9.600004,9.233154,10.2689495,9.469875,10.169773,9.918534,9.929808,11.0332365,10.064769,9.801937,10.094503,9.364286,10.11652,9.555975,10.132589,10.081156,9.669591,10.72353,10.220354,9.972011,9.23812,9.862257,9.488403,10.221066,9.799765,10.052908,10.693872,9.777323,10.015497,10.14029,10.252638,9.711677,9.767624,9.7476225,9.846901,10.682533,9.88719,10.560937,9.168936,10.537959,9.952752,9.821708,9.659512,9.314847,10.880745,9.8269005,10.072937,9.834903,10.293008,9.192977,10.025203,9.954037981167646,0.4354064227037372
80,sm7-39_neut->an,10.22,8.869982,8.820302,9.101755,8.336174,9.064228,9.449892,9.393703,8.918352,8.283215,9.261497,9.410277,9.353467,9.535412,9.891979,9.058968,8.650116,8.846905,8.359174,8.913443,9.880478,8.753503,8.28135,9.079668,9.509001,9.7639265,8.991082,10.210812,9.115803,8.723262,9.400766,8.354729,9.883146,9.104492,8.753003,8.611652,8.778053,9.513819,8.924051,9.112562,8.812161,9.929851,9.670399,9.0061,7.706721,9.389162,10.331514,9.162779,8.885449,9.09291,10.072136,10.080284,9.843042,8.985946,8.50787,9.3713875,9.435823,9.073354,8.71278,10.155958,9.232349,8.799513,7.810357,9.066017,9.64484,8.158102,9.215803,8.996604,9.433519,7.4676776,7.9769225,9.105793391751572,0.6056093217067609
81,sm7-40_neut->an,9.58,10.896555,9.689106,9.343237,10.331351,11.141867,10.626183,10.35624,10.461036,9.221374,11.162533,9.797886,11.047228,11.003327,11.090055,10.482211,9.856163,10.498413,11.29484,11.00063,11.162517,10.064013,9.405195,9.573103,11.3247595,10.029161,10.907445,11.327281,10.843366,9.254516,10.64167,9.0564785,10.753892,9.723522,9.862938,10.798706,10.375623,10.801767,10.488836,11.109217,9.282604,10.713113,10.245897,10.944548,9.217371,10.691163,11.096571,10.801573,10.741335,10.5049305,10.901624,10.5854845,10.018034,9.273837,10.461368,10.889872,11.032764,10.981687,9.254934,10.939364,10.479773,9.756556,9.046812,9.594615,10.583895,9.576643,10.748298,10.027832,10.235561,9.759456,10.225533,10.352074449566048,0.6517302031546925
82,sm7-41_neut->an,5.22,5.893247,6.4829254,6.021974,5.567704,6.184825,6.8163033,6.306134,5.500022,5.7713027,5.874538,6.757645,5.8843713,5.862507,6.727201,5.8141174,5.878601,5.628691,7.0679884,5.6686053,6.3381643,5.7963243,6.2814655,6.295358,6.2532625,5.89663,5.3877263,6.145712,6.123638,5.387579,6.2928743,5.4886837,6.9040813,6.084153,6.5046186,5.559178,6.008607,5.4155874,6.0423384,6.6480255,5.4430113,6.728327,5.930768,5.684982,5.492876,6.3849416,6.513555,6.2941327,5.949005,5.5887556,6.557946,6.309458,6.0905685,5.8990126,5.4104686,7.340323,5.966667,5.9036417,5.317702,6.6732664,6.934471,5.8558903,6.6451406,5.5933924,6.5301027,6.448018,6.0964637,6.487834,5.885438,5.909315,6.490173,6.086455737637802,0.4687278751806369
83,sm7-42_neut->an,6.62,5.333082,5.3627987,6.094475,5.0979815,5.5613666,6.139588,5.5367064,5.0850286,4.9385557,5.9676466,5.182231,5.313766,5.199872,6.6134734,5.6660576,5.729639,5.148931,6.8067746,5.240694,4.7266355,5.422361,5.2049007,5.9373884,7.18766,6.5526314,5.5801096,5.4866905,5.846157,4.5450125,6.370138,4.7578373,6.258628,5.837817,6.1331434,5.278272,5.228847,5.073515,6.036125,5.8497868,5.0582523,6.534074,6.111055,5.223364,5.818797,5.4253044,6.0906677,5.57458,5.4769783,5.667801,6.08342,5.4457555,6.4951286,4.903756,4.82136,6.41628,5.1380677,5.796444,4.4577966,6.847015,6.6732225,5.2109394,5.991699,5.1861787,6.558434,5.541107,5.952859,5.871135,5.724015,5.215181,5.912472,5.678527665742686,0.5932415471383794
84,sm7-43_neut->an,5.62,5.7655115,6.3933644,6.031708,6.080982,7.3797827,6.67581,6.7540255,5.762336,6.1166935,6.1832247,5.4665556,5.9079375,6.6708302,6.727022,6.307295,6.165057,5.8292828,7.2154765,5.457303,7.01101,5.230785,5.8967614,6.5489197,6.8844137,6.8531137,6.355966,6.780612,6.067686,5.658843,7.1325054,5.4348736,6.623022,6.406742,6.9726925,5.7731495,6.0196657,5.901571,6.479898,7.378454,5.3941493,6.326497,6.9829283,5.7993712,6.2106423,6.594885,6.5555396,6.606159,6.401053,6.8571754,6.4393234,6.3480096,6.8042626,5.062663,5.730908,7.0782814,6.4671497,6.480533,5.024677,6.7756786,6.938856,6.5822473,6.181576,5.220993,6.7188873,6.0711446,6.5508204,6.9935865,6.28111,5.822063,6.2483606,6.302400187640123,0.5573376739990971
85,sm7-44_neut->an,6.34,8.484384,8.693275,7.5329633,9.522407,7.8412724,7.803272,8.194436,7.7548027,7.6318474,8.264163,7.911829,8.46142,7.9022727,7.9018965,7.6018257,8.152501,7.8240037,8.176233,8.91003,7.881821,7.4520316,7.7571206,7.947828,8.410566,8.048988,7.8427515,8.252434,8.32793,7.23611,8.509275,7.8675776,8.741478,7.830811,8.449918,8.490416,8.029666,8.284513,7.7187715,8.756821,7.559531,8.152704,8.405078,8.768601,8.08362,8.197176,7.5948877,8.006481,7.854419,7.959526,8.390309,7.8197193,8.14571,7.669471,8.362482,8.404444,8.18461,8.033871,7.441571,8.019798,7.9194365,8.148525,8.241617,8.121674,8.958794,8.289692,8.243805,8.430843,7.927595,7.9838395,8.760393,8.096082933721409,0.4516804739476374
86,sm7-45_neut->an,5.93,6.771501,7.2689295,7.1258245,7.505271,7.1821213,7.230576,6.874402,6.6711717,6.459389,7.518901,6.2787213,7.098334,7.4794087,7.1387157,7.027479,6.776638,7.2665415,8.280541,6.5821495,7.5297375,6.4392896,7.1895337,6.680114,7.3657084,8.046179,7.130429,7.144531,7.9879727,6.1361575,7.7443047,7.090001,7.4129014,7.383338,7.696887,6.578777,7.021033,7.4145613,7.1187563,8.435017,6.4720087,7.17997,7.8411403,7.683138,6.8404346,7.5645723,7.107843,7.3321643,7.028326,7.603291,7.8242965,7.408455,7.1977267,6.52526,7.237669,8.075024,7.1956673,7.1035686,6.4402742,8.17663,7.4840946,7.1597147,6.9609194,6.6682673,7.469021,6.912985,7.115627,7.4332776,6.800064,6.894335,7.1382113,7.181490403564883,0.4958282405443047
87,sm7-46_neut->an,6.42,6.9871855,7.581233,7.140433,8.111255,7.9659123,7.693136,7.9797654,7.0558324,7.551948,7.6696777,7.0347776,7.507435,7.8538275,8.193277,7.960884,7.710895,7.1203966,8.574335,7.5164313,7.6890297,7.3188524,7.9737406,7.6332273,8.779686,7.6008687,7.7841525,7.3913054,7.5828867,6.6176195,7.774294,7.206139,8.493517,7.7315073,8.219245,6.9590855,7.388063,7.6598425,6.7282686,9.383347,7.038309,8.332201,7.68033,7.144623,7.9017944,7.852607,7.479197,7.0216837,7.2464094,8.657959,8.162891,7.9245467,7.725444,6.8805046,7.1977124,8.343734,8.187716,7.4705114,7.227335,8.616413,8.369463,8.116819,7.9380083,7.0235643,8.751208,7.960824,8.015415,8.3957405,8.357597,7.4588795,7.815623,7.716033497931253,0.5644445005657984
88,sm8-1_neut->an,3.99,4.394972,4.0487223,3.9392486,4.486877,4.0160084,4.6918545,4.5417395,3.7373052,4.335099,4.0487943,3.9711113,3.663455,4.077649,4.886032,4.4055457,4.866882,3.9861856,4.2533474,3.736517,3.6118374,3.90554,4.6946173,4.1612253,3.9977741,4.567892,3.9063463,3.973588,4.31274,3.8447561,4.2293224,4.5893474,4.678377,4.3709326,4.8269057,3.9416718,3.7346816,3.8536687,4.097217,4.388688,3.9148378,4.497456,4.211598,4.2151847,4.0240507,3.8960252,4.0633106,4.20881,4.0938444,4.6895776,4.530661,4.2394137,4.2188177,4.073888,4.207777,4.6264324,3.8634586,4.318207,3.9513373,4.8470135,4.4636965,4.9310827,4.5029335,4.157716,4.596118,4.0929832,4.500917,4.340845,4.4590826,4.369372,4.0490155,4.2383089769390265,0.32140394039451686
89,sm8-2_neut->an,4.5,5.1659946,4.631445,4.032823,5.429131,5.048005,5.1551323,5.43308,4.8411694,4.3382244,4.6826096,5.189123,5.767596,5.060107,4.7889423,4.7221713,4.517644,4.823746,5.0273952,5.0084996,4.9619694,4.6834335,4.747682,4.601118,4.377312,4.318718,4.417803,4.900053,4.503154,5.5285892,4.6946816,5.075352,4.958705,4.307352,5.459687,5.347105,4.7628517,5.003992,4.7368865,4.8235435,4.348097,5.1378536,4.454645,5.5388956,5.216408,4.8229733,5.0645523,5.2753344,5.04212,5.130569,4.812252,4.957902,4.6575375,4.810478,5.4584107,4.74288,4.9947143,5.419819,5.111419,5.0902686,4.84772,4.6849732,5.3129253,4.57984,4.550129,4.944196,4.85027,5.128766,5.022544,4.863512,4.4562473,4.897198321114124,0.346489761747772
90,sm8-3_neut->an,4.0,3.1444707,3.219914,3.5078096,3.4873943,3.7586808,4.560781,3.5146275,3.6881394,3.5173426,3.2656882,3.4679823,3.7710047,3.7157636,4.4858437,3.6117163,3.8964994,3.9139118,3.48373,2.7392206,3.0023594,3.257115,3.523843,3.3118622,3.5177302,3.874463,3.5389628,3.9587731,3.3616765,3.4325094,3.160932,3.3897486,3.7012727,3.792743,3.8054876,3.344122,3.309125,3.2785316,3.415086,3.708847,2.871224,3.7069201,3.72079,2.9568458,4.1383753,3.7944064,3.6226058,4.0215592,3.406489,3.2592275,3.7485335,3.9423532,3.7877412,2.9835472,3.223227,3.2272916,4.150571,4.0766344,2.9017248,3.7290335,3.6713486,2.8796015,3.8602126,3.020846,3.1352682,3.8010445,3.1702788,3.844729,2.888451,3.6549473,3.9493158,3.543392309000794,0.37943815184442514
91,sm8-4_neut->an,5.77,5.066106,4.6009865,4.18329,5.287795,4.976843,4.7275696,4.9227595,4.2916803,4.4990053,4.4832177,4.0872707,5.4602985,4.107985,4.466078,4.8323674,4.834098,4.4907837,3.8824592,4.5780897,3.666625,3.6155868,3.7650976,4.513074,4.099152,4.323371,4.5687733,4.3414264,3.8369899,4.108468,4.5052347,5.0849447,4.014763,3.970574,4.1453366,5.177525,3.7590837,4.491013,4.6982064,3.7575088,3.6417828,4.4336767,4.306409,4.793875,4.269756,4.855407,5.7097406,4.798943,4.608881,3.8420672,3.943575,3.9579563,4.4673185,4.012294,5.025031,3.8104596,4.45759,4.860052,3.5073256,4.147421,3.659401,3.7619743,4.610277,3.2938986,3.4210591,4.1938777,3.6078744,3.9165778,3.3981838,4.12079,4.332308,4.3346087297251525,0.5421565256329547
