,compn,exp. pKa,pKa predicted by models:3-3,pKa predicted by models:3-9,pKa predicted by models:3-8,pKa predicted by models:3-5,pKa predicted by models:4-2,pKa predicted by models:4-3,pKa predicted by models:3-2,pKa predicted by models:3-4,pKa predicted by models:3-7,pKa predicted by models:3-6,pKa predicted by models:4-9,pKa predicted by models:4-8,pKa predicted by models:3-0,pKa predicted by models:8-9,pKa predicted by models:4-5,pKa predicted by models:4-4,pKa predicted by models:5-2,pKa predicted by models:4-7,pKa predicted by models:3-1,pKa predicted by models:4-6,pKa predicted by models:5-3,pKa predicted by models:5-9,pKa predicted by models:5-8,pKa predicted by models:5-5,pKa predicted by models:6-2,pKa predicted by models:4-0,pKa predicted by models:5-4,pKa predicted by models:6-3,pKa predicted by models:5-7,pKa predicted by models:5-6,pKa predicted by models:6-9,pKa predicted by models:6-8,pKa predicted by models:6-5,pKa predicted by models:7-2,pKa predicted by models:4-1,pKa predicted by models:7-3,pKa predicted by models:6-4,pKa predicted by models:6-7,pKa predicted by models:7-9,pKa predicted by models:7-8,pKa predicted by models:6-6,pKa predicted by models:5-0,pKa predicted by models:8-2,pKa predicted by models:7-5,pKa predicted by models:8-3,pKa predicted by models:7-4,pKa predicted by models:8-8,pKa predicted by models:7-7,pKa predicted by models:7-6,pKa predicted by models:9-2,pKa predicted by models:5-1,pKa predicted by models:8-5,pKa predicted by models:9-3,pKa predicted by models:6-0,pKa predicted by models:9-9,pKa predicted by models:8-4,pKa predicted by models:9-8,pKa predicted by models:10-2,pKa predicted by models:8-7,pKa predicted by models:8-6,pKa predicted by models:9-5,pKa predicted by models:10-3,pKa predicted by models:10-9,pKa predicted by models:6-1,pKa predicted by models:10-8,pKa predicted by models:11-2,pKa predicted by models:9-4,pKa predicted by models:11-4,pKa predicted by models:7-0,pKa predicted by models:9-7,pKa predicted by models:10-5,pKa predicted by models:11-3,pKa predicted by models:9-6,pKa predicted by models:11-9,pKa predicted by models:11-7,pKa predicted by models:11-8,pKa predicted by models:10-4,pKa predicted by models:11-6,pKa predicted by models:10-7,pKa predicted by models:11-5,pKa predicted by models:8-0,pKa predicted by models:7-1,pKa predicted by models:10-6,pKa predicted by models:9-0,pKa predicted by models:8-1,pKa predicted by models:10-0,pKa predicted by models:9-1,pKa predicted by models:11-0,pKa predicted by models:10-1,pKa predicted by models:11-1,consensus,std. dev.
46,sm6-8_neut->an,4.22,2.6859136,5.068336,3.6401253,4.1183524,3.4697528,3.5317707,4.1888256,4.4705925,4.3124833,4.371058,4.686051,4.523389,4.456177,4.776788,4.1375856,3.9911585,3.2456608,4.0145855,4.3213854,4.034215,3.233644,4.5641375,4.0808454,3.599368,3.5033145,4.579471,4.3843474,3.783362,4.0993695,3.7426133,5.077684,3.9385586,3.8513079,2.9878922,3.8291798,3.8145957,3.9127831,4.1018486,4.4788313,3.568975,3.9243999,4.434079,3.5097008,3.2004943,3.752308,4.5993767,4.2241983,4.338389,3.7378788,3.4644904,4.068635,3.8965516,3.9531326,3.721559,4.998438,4.122397,3.954764,3.0157185,4.5841503,2.9855652,3.855925,3.4068093,4.7698,3.6770167,3.650919,3.2572784,4.4378843,4.4006214,3.855627,3.9654245,3.7648134,3.7407227,4.060646,4.874871,4.5038824,4.046434,4.8553934,3.3047552,4.409828,3.7159247,3.7982512,4.0323315,3.2934332,3.7980738,4.184798,3.6104195,4.704291,3.3545842,3.7008324,3.8656492,3.9865912235176175,0.5016320199125296
47,sm6-9_cation->neut,5.37,4.9944277,5.324485,5.51253,4.9778414,5.5791597,5.027146,5.5908775,5.125366,5.3005266,5.6339035,5.7123785,5.0390763,4.7763395,5.726513,5.2922883,5.433318,4.9731035,4.83334,4.746768,4.9364395,5.461552,5.8411646,5.8020554,5.1871796,5.216801,5.2876973,4.8715267,5.414732,5.14884,5.3342466,6.2411017,5.760708,5.398001,5.272747,4.8850217,5.417452,5.069951,5.603262,5.7008667,6.048004,5.050302,5.862038,5.408469,5.633427,5.880951,5.2919207,6.114811,5.429447,5.2648544,5.6028867,5.1733537,4.918581,6.026083,4.9080906,4.896112,5.244479,5.875629,5.1744747,5.513991,5.0174594,5.3947306,5.278291,5.4217615,4.7242975,5.8161774,5.1191235,5.1741667,5.1666827,5.614611,5.8205614,5.1119804,5.00502,5.4140086,5.194309,5.56767,5.79723,5.1029835,4.9312215,5.5619,5.3133845,5.468688,5.3992786,4.8343225,5.878414,5.449519,4.652824,5.9239345,4.932783,5.128798,6.1312246,5.356988981477507,0.3618266235730167
48,sm6-10_neut->an,9.02,9.814185,8.537094,9.856279,10.543814,9.131609,9.262484,8.048811,9.640874,8.844185,8.79843,9.455309,9.19434,8.821615,8.959885,9.718435,8.405341,8.622287,8.977992,9.197634,8.701524,9.037104,9.367893,8.482601,8.929369,8.577183,8.900169,8.796429,9.151749,8.588518,8.277258,8.943496,9.237432,9.701971,9.079086,8.223833,9.528967,8.363724,9.591565,8.976786,9.201085,8.67208,9.269029,9.467329,9.545382,9.380446,8.618471,9.313791,8.890638,8.132068,9.367821,8.6353655,9.504785,9.21872,9.661261,9.375341,8.609909,9.040611,9.214689,9.111887,7.3931255,9.711197,9.34503,9.912522,8.494379,9.082961,9.13856,9.042551,9.028884,8.965727,9.536403,10.239514,9.281888,8.264439,9.059181,9.388813,9.187636,8.912124,8.901111,9.778861,10.762458,8.927476,8.235329,8.603109,9.660345,8.215942,9.813186,8.888218,8.991157,8.501981,9.20046,9.076950927566696,0.5405942246867805
49,sm6-11_cation->neut,3.89,3.8563833,4.177964,3.5409489,2.9116368,4.3887815,4.0138574,3.9032335,4.869165,4.914508,4.281207,4.567215,4.1467113,3.4568777,3.8641832,4.043928,4.072725,3.7637503,4.1502647,3.4030857,4.7614756,4.033078,4.590538,4.0994973,3.5399199,3.547482,3.7579093,4.1058335,4.2050095,4.5295534,4.1769133,4.586943,4.0029516,3.3789673,3.3409219,4.417062,3.8787827,4.1882124,4.1607957,3.9729166,3.972994,4.068984,3.440896,3.4221873,3.8244338,4.6545334,4.238221,3.3532543,4.1658373,3.6684597,3.6355195,4.3496833,3.850974,4.385955,3.7862735,3.6355329,4.541792,3.9614396,4.0924335,4.153964,4.1335545,4.268175,4.0189714,4.2332444,4.026538,4.1361246,3.901017,4.770113,4.4329705,4.2873774,4.237336,4.2730894,4.330455,4.142987,4.6367025,4.1636643,4.3154364,4.064315,4.1916943,4.2920218,4.215556,4.143398,4.455355,4.683828,3.8583217,4.301515,4.3522,4.4724855,4.2906423,4.1788282,4.2023726,4.095657661878145,0.3738778188410408
50,sm6-12_cation->neut,5.28,4.5250473,5.280984,5.485298,4.7770414,5.627743,4.4550033,5.383319,5.9251833,5.3586626,6.033352,5.9781766,4.93789,5.224639,5.648082,5.5992146,5.474922,5.001109,5.0900965,4.741401,4.4560328,4.3481407,6.772274,5.5796294,5.271969,5.1694016,4.9992642,5.2487493,5.5099506,4.8952594,5.326005,5.841181,5.8321447,5.2924185,5.19974,5.2297935,5.128579,5.6490326,5.3003616,5.905005,4.993484,4.7295656,5.8414726,5.3805056,5.1794305,5.3952293,5.810807,5.0923667,5.0932937,5.3019094,5.1875205,5.159622,4.688279,5.350874,5.102583,5.386182,6.089759,5.7188587,5.033876,5.282806,4.7603893,5.3129597,4.4048634,6.036053,4.709368,5.2316113,5.0131893,6.2879643,6.0589294,5.1215253,5.7901306,5.337359,4.833872,5.4114037,5.11983,5.4603853,5.301795,5.4350386,5.241269,5.319863,5.4116793,5.244661,4.8901644,4.7849007,5.7658367,4.6684403,5.15319,4.7708707,5.5072184,4.5080786,4.795413,5.277898607987623,0.44613490746334133
51,sm6-13_cation->neut,5.77,5.649385,5.3442388,5.1139226,5.873627,5.977048,5.906033,5.192025,6.572076,6.207755,5.4391136,5.831358,5.853917,5.277307,5.896252,5.942048,6.1309423,5.2120323,6.425643,5.7605247,5.2416563,5.8446364,6.104034,5.488726,6.294485,5.9895177,5.7212043,6.165099,5.7624855,6.480716,5.4710407,6.3835645,5.553912,6.0627003,5.671508,6.0459824,5.4028807,5.459137,6.441934,5.919582,5.29196,5.0293617,5.239651,5.6241837,6.310006,5.7381463,5.150852,5.947513,6.5067806,5.362715,5.809009,5.5523186,5.9425325,5.4893622,4.894613,5.5161047,5.6094675,5.820188,5.672605,6.128176,5.258844,6.6070337,5.3302765,5.64175,5.3216114,5.332544,5.3926153,6.12509,6.256608,5.3693233,6.2509475,6.292199,5.7269506,5.780036,5.3527718,6.193178,5.72431,5.914448,4.989046,5.875189,6.1333246,5.716093,5.4460907,5.3972535,5.5625443,6.137412,5.1064243,6.220601,5.359469,5.603753,5.894264,5.7453582315130545,0.4024486654276751
52,sm6-14_2cation->cation,2.58,3.0428066,2.950265,2.9052088,2.7882006,3.021577,2.8698416,2.9520946,4.1694827,2.8083086,3.5249352,2.8338506,2.9425511,2.7742753,3.2561367,2.7526455,3.8731709,3.116734,2.638305,2.8033497,3.5187814,2.9540834,3.0449116,3.1770186,2.880963,2.8982155,2.8273067,3.5307684,2.9799793,2.384041,3.5124652,3.0227394,3.2591963,2.7542672,3.052709,2.8038058,3.00074,3.284153,2.8760529,2.8080006,2.9846,3.2972403,2.7584314,3.2365193,2.9213357,3.1954875,3.8340158,2.5344675,2.0555868,3.476613,3.1681917,2.8709164,2.3618143,3.0669932,2.858084,3.3433318,3.277368,2.8597012,2.993822,2.9284348,3.0660453,3.3295667,2.9419048,3.0783434,2.3347943,2.608033,2.9356372,4.241237,4.309704,2.7680244,2.38301,2.936645,3.4044995,3.233779,3.2561362,2.081593,2.55211,4.6503944,3.3976972,2.4848175,3.4218163,2.1890278,3.0707693,3.288472,2.7359252,2.6401849,2.3691087,2.6063113,2.6627474,2.6740737,2.6791704,3.00580738224826,0.45134125598780367
53,sm6-14_cation->neut,5.3,5.6214733,5.8500395,5.6174707,4.9029665,5.3325663,5.3550744,6.157945,6.489151,5.5232534,5.7085543,6.088463,5.6018686,5.3127184,6.093256,6.0470533,6.401129,5.5868106,5.5547256,5.273611,5.475197,5.3846674,6.107745,6.0245094,5.635331,5.461698,5.3182,6.000524,5.7349496,4.414171,5.2990713,6.0411816,5.6843557,6.06733,6.0078034,5.4162006,5.8501596,5.7491875,6.416381,6.0608144,5.4658594,5.459605,5.851458,5.5552363,6.205435,5.2602224,5.933508,5.3027077,4.7571898,5.9391003,5.50304,5.712446,4.928911,5.747129,5.9408517,5.800115,6.1244106,5.4220643,5.6495256,5.7389474,5.745325,5.8361435,5.4277067,6.2790365,5.6164103,5.1777697,4.933712,5.711172,5.91967,5.585647,5.299282,5.276803,5.8329124,6.1052566,5.1768417,5.63775,5.219448,5.274192,6.192586,5.4124546,5.7885466,5.803917,5.8973255,6.0694084,5.8556767,5.0985994,5.6139145,5.662611,5.7175484,5.3403845,5.8873405,5.655612775781652,0.37896450165485185
54,sm6-15_cation->neut,4.7,5.1050854,5.167042,4.537429,4.4231353,4.681566,4.562644,5.2345114,5.4857635,4.770658,4.8987427,5.609718,4.2752743,4.27475,5.750495,4.8286433,5.668744,4.9293957,5.309435,4.324591,4.209918,4.7836523,5.5365067,4.800557,4.608654,4.8231187,4.700914,5.1473627,5.115626,4.1623526,4.4019175,5.432684,4.5728965,4.688444,5.0867453,4.8702135,5.189385,5.041072,5.9708385,5.6044936,4.4671803,4.385886,5.125919,5.1393847,5.250716,4.949846,5.214245,4.33309,4.8734007,4.6185455,5.057276,4.442355,4.01956,4.722522,4.7470903,5.4190655,5.520401,4.525849,5.2526636,5.016319,4.5932555,4.804766,4.5126524,5.8422422,4.3981,4.2810555,4.9239016,5.205318,5.1346254,5.053062,4.6979556,4.2910595,5.098107,4.680353,4.7902966,5.1453066,4.275255,4.8291874,5.1580043,4.8765936,4.784639,4.8766775,4.6918993,5.1587343,4.964143,4.281193,5.3134174,4.3191767,5.006944,4.330018,4.310692,4.868076043600564,0.4216234250255655
55,sm6-15_neut->an,8.94,8.50659,9.558003,9.502901,9.062239,9.5649805,9.003973,9.566278,8.544515,8.675563,9.02425,9.822556,9.698582,8.282864,9.946928,9.5246315,8.534138,9.415602,8.537626,8.771703,9.386175,9.063267,10.352892,9.460674,9.830963,9.7209,8.868841,8.869539,9.013647,8.482203,9.096842,10.724784,9.285696,9.266868,9.50519,8.9225235,9.297985,9.331829,8.353605,9.494082,9.257396,8.599939,8.819384,9.253367,9.31706,9.49061,9.017199,9.726982,8.209048,8.493035,9.273148,9.008921,9.044831,8.868338,9.421633,10.320293,9.2638855,9.77644,9.268669,8.314625,8.687773,9.411416,8.946968,10.261846,8.567419,9.5932,10.119515,9.115873,9.084469,9.229986,8.580007,8.758527,8.813993,8.2968235,9.983198,7.7959623,9.977375,9.4531,8.167326,8.62595,8.712763,9.543038,8.39753,8.926739,9.130759,8.618336,9.311663,8.616704,9.298909,8.828126,8.473604,9.13061679001693,0.5491768278092543
56,sm6-16_cation->neut,5.37,4.974836,4.913506,4.749052,4.6001396,4.8363657,5.5478683,4.9906073,4.979087,5.105163,5.264075,5.56256,5.2253623,4.512954,5.4102573,5.03183,5.930895,4.7135878,5.151864,4.5826163,5.525752,5.078394,5.060258,5.2381563,5.0704966,4.5318346,4.325028,5.7661223,5.2662277,4.96513,5.1915007,5.5188804,5.380824,4.9692874,4.6600432,5.111706,5.1244583,5.369703,5.6539516,5.2877154,5.0044346,5.307218,4.731881,4.8283234,4.8248997,5.895937,5.6665745,4.7616596,4.938739,5.505522,4.599894,4.6856356,5.063841,4.8300467,4.3821297,5.016347,5.4527392,5.08153,4.8213873,4.978095,5.0133076,4.5576515,4.4673557,4.958861,4.912058,5.038143,4.5294595,5.611622,5.2085714,4.3550215,4.5892677,4.394329,5.918424,5.4117484,4.9972887,4.84626,4.9409175,5.345112,5.043935,5.036394,4.681604,4.3093085,4.87204,5.0789843,3.9365506,4.8747416,3.794558,5.290691,4.340372,4.9394307,4.593216,4.997935746999888,0.41217846743011693
57,sm6-16_neut->an,10.65,11.778919,12.086159,11.589787,11.49714,11.470247,11.494315,11.6436,11.365672,12.027433,11.315832,11.810858,11.46489,11.419075,12.300164,11.622336,11.176065,11.498367,12.469434,11.414407,10.659049,11.839165,12.117507,11.793606,11.867984,11.950487,11.664506,10.954591,11.442305,11.518414,11.378999,11.555024,11.949738,11.869447,11.767027,11.639058,12.09969,11.629078,12.408424,11.9122715,11.898487,11.595837,11.4876995,11.2998905,11.723527,11.851574,11.604324,11.851648,12.425745,10.556677,11.553807,12.24971,11.494095,11.808301,11.289691,11.699135,11.386946,11.9315405,11.296423,12.243126,10.973665,12.0967045,11.59951,11.755577,11.739874,11.782375,11.151466,11.564961,11.883022,11.07505,11.976749,11.910487,11.564072,10.694176,11.345084,11.55525,11.651872,11.956246,10.656871,11.545382,12.054747,11.332607,13.386555,11.1160965,11.436373,11.832198,11.594417,11.983458,10.776572,11.796433,12.758384,11.647313059293309,0.45486635113310003
58,sm6-17_cation->neut,3.16,3.5349169,3.7905636,3.3098073,3.4981093,3.8067722,3.2933626,3.04912,4.568804,3.454254,3.8459344,4.619916,3.8360863,3.8754516,4.887046,3.6563609,5.0888615,3.51288,3.321351,3.480227,4.136589,3.8803706,4.459999,3.681828,4.163783,2.8641357,3.4907527,4.573279,3.7771115,3.6053011,3.9945056,4.8961773,3.6922882,3.2873354,3.4124832,3.5060866,4.210106,4.187998,3.962253,4.207146,3.8473995,4.162012,4.1332855,3.318774,3.6886744,4.3974686,4.1461105,3.4432578,3.2775917,4.1288066,3.133584,3.304799,3.7320094,3.7264051,3.1383214,4.2103405,4.5060463,4.0398917,3.4306002,3.5107872,3.406974,3.2651243,3.1802492,4.474807,3.5547087,3.8911126,3.1932445,4.8972144,4.656604,3.3762784,3.3195243,3.344001,4.246564,4.5703516,4.4618144,3.1234994,3.5806403,4.5353456,3.8949237,3.47799,3.3641038,3.6121619,3.6554945,3.8245926,3.572124,4.0418625,3.2132025,3.553317,3.3526254,3.067419,3.7992947,3.784205359783801,0.4979764826280277
59,sm6-18_cation->neut,2.15,2.0416756,3.1894248,2.8180006,2.5939374,2.5829725,3.2188091,2.9111383,3.5110679,2.316855,2.314406,2.9842634,2.276422,2.2083862,3.2610786,2.8167996,3.2574058,2.3665898,2.7841353,2.6446772,3.1774237,2.9116683,3.4492986,1.9211793,3.0798686,2.442832,2.3383555,2.2618465,2.6013489,2.6615381,2.8573544,3.063513,2.8307822,2.4748342,2.8928595,2.545646,2.70391,2.7185657,2.4456947,2.9725432,2.0699434,2.605336,2.1655068,2.604837,3.275527,2.199717,2.6878777,1.7878871,3.200271,1.9197423,2.8768601,2.6784713,2.9330387,2.2675557,2.632692,2.8097985,2.8324318,2.5348191,2.704822,2.6503458,2.1452134,3.306635,1.8964517,2.8753862,2.7160661,2.0123816,1.9490793,2.8246028,3.1789172,2.3743536,2.8600478,3.0949934,2.3916016,2.1652,2.7837298,2.9624767,1.9879327,2.6762497,2.0462737,2.9501007,3.0849872,2.4226112,2.6843593,2.628664,2.9295704,2.5558295,2.838606,2.87151,2.2179751,3.053769,3.0455565,2.6545903226831458,0.3961685217889516
60,sm6-18_neut->an,9.58,10.871351,10.181968,9.447983,9.226555,9.026546,11.180546,9.110975,8.4078245,10.59822,9.308909,10.500936,9.005649,8.827131,7.6464157,8.355461,8.273537,9.4309,9.39312,9.960543,9.389276,10.174709,9.501149,9.90309,8.630216,9.311304,8.563916,8.797588,10.841615,8.837327,10.108579,9.088995,9.605604,8.594999,9.042744,8.753035,10.741501,9.50697,9.079544,8.757513,8.804132,8.776184,9.369477,9.742048,7.9725933,11.269281,9.219402,8.641663,9.223206,9.414188,9.972448,8.894026,8.523489,10.260604,8.985073,8.9373455,10.14647,8.804138,8.742509,9.439547,9.040852,8.6243105,10.973378,8.026642,9.972565,8.704933,10.208754,9.848923,9.957291,8.9860935,9.515652,8.401142,10.728118,8.378484,8.589798,9.437012,9.113091,9.3069935,8.345617,9.514078,8.823952,9.284042,8.864976,8.622023,8.92276,8.816719,8.666393,9.4206915,9.060174,8.163364,9.126341,9.276343168321546,0.7534085815917565
61,sm6-18_an->2an,11.02,11.525005,11.427073,11.134793,10.999239,10.775316,12.174686,8.971867,11.553348,11.100957,11.072845,11.2734585,10.437736,11.640392,11.296695,10.593365,10.999095,9.304956,11.108289,11.950319,10.691298,12.005474,10.058886,10.930419,10.979321,10.752939,10.69618,10.393173,11.858753,10.217901,10.790343,10.775436,10.488695,11.362366,9.552381,10.841611,11.777746,11.284276,11.201878,10.306288,10.699144,10.338686,11.563653,9.940423,10.526141,12.452296,10.7132225,10.338846,10.504564,10.741675,10.315163,11.299738,10.3479805,11.83219,11.972976,10.246383,11.695279,10.954627,10.343664,10.882074,10.556199,10.338663,11.718086,11.142361,11.554794,10.966406,10.372834,11.9644,10.593014,11.817408,10.630327,11.371018,12.399,10.12802,10.824205,10.879063,11.148481,10.658957,9.790632,11.223031,10.915867,11.803196,10.839076,9.91386,12.627639,11.367784,11.985662,10.785097,11.329994,11.026318,11.222327,10.977222469036395,0.6811341879846298
62,sm6-19me_neut->an,9.56,8.165596,8.775591,9.458641,9.393778,8.67024,8.24144,8.096207,9.082301,9.520538,9.923955,9.140879,9.38834,7.724398,8.972939,8.79436,8.721266,9.298851,9.451831,9.517839,10.143951,8.469278,9.618213,9.3273945,8.675643,9.124271,8.143204,8.926834,9.242958,9.683698,9.659658,9.28124,9.381367,8.915354,8.767187,9.155439,9.3516865,9.174839,9.9759245,9.164084,8.896817,8.771778,7.7937927,8.943787,8.597189,9.269251,9.325971,9.410421,9.160104,9.1713505,9.677541,9.47222,8.205274,9.025217,7.6345153,9.080206,9.59539,9.4404,8.775234,9.911096,8.748804,8.239492,9.195661,9.54978,9.765995,9.725961,9.580867,9.228828,9.448554,8.144592,9.913088,8.350326,9.944596,9.301943,9.469549,9.249583,9.815689,9.056936,8.918372,10.311843,8.616528,8.037756,10.107409,8.856333,7.8150005,9.462074,7.980397,9.552191,7.872158,8.993445,9.648159,9.089458010327684,0.6037030553892533
63,sm6-20_neut->an,5.7,6.3095236,5.935452,5.541651,6.243288,6.0507717,6.135751,5.872322,5.5412636,7.2826223,5.416521,4.866262,5.869208,6.456136,6.1983843,5.052099,5.5789385,5.4336777,6.454705,6.050546,5.5225754,6.253472,5.3651285,4.9406447,5.320735,5.724408,7.1038103,5.076508,6.6655245,6.506608,5.506141,6.963196,5.7500124,6.317437,6.2646093,6.5336227,6.1919765,6.203489,6.160362,5.548644,6.000984,5.570351,6.7919693,5.530334,4.987169,6.460964,6.5396585,5.9660244,6.0829554,6.1297884,5.851363,6.782133,5.374054,5.77074,5.8323183,6.157775,7.0387106,5.78054,5.932209,6.605106,5.8184233,4.9249663,5.6602097,6.3859663,7.3835187,6.398278,5.7158012,6.9013777,6.2995663,6.7331514,6.6816607,5.2833414,6.272214,6.947198,5.555802,5.931857,5.9328194,7.0264187,5.4501476,6.008487,5.8596935,6.5896034,5.7842326,6.3847904,6.273817,6.230816,4.736758,6.27495,5.4145126,6.3982916,6.4124346,6.030376698420598,0.5712392285134231
64,sm6-21_cation->neut,4.1,3.8199468,3.865467,3.785029,4.1005363,4.8772726,3.914984,4.421859,4.4880466,4.3889217,4.191056,4.4642158,3.907195,3.808394,4.1243763,3.7169049,4.701807,3.4770858,4.0620103,4.0038586,3.8764386,4.0748105,4.3523273,4.263119,3.8339972,4.585495,3.2700667,4.4011536,3.8846614,3.8783975,3.596061,4.243266,3.9796515,3.6636703,5.1772175,3.697587,4.036565,4.193879,4.34484,3.9140062,3.9880939,4.3371773,3.9470277,5.8145413,3.6258655,3.7780657,4.5133533,3.7403533,4.1176834,3.7585025,5.1232557,2.9708767,3.7743895,4.010362,4.5997086,4.442485,4.305985,4.10985,5.157336,3.85779,3.400688,3.5098379,3.7937193,4.1211867,2.6676083,4.276433,5.4180818,4.7880826,4.7282505,4.1446657,3.8823159,3.4350553,4.3211803,4.8825526,4.189459,3.9381227,3.7043285,4.379898,3.9262652,4.2703314,3.4745932,4.3763084,3.5047228,3.930721,3.93217,3.7259784,4.2161846,4.350024,3.2654088,3.6873732,4.0005064,4.084625638186277,0.49682387546395407
65,sm6-22_cation->neut,2.4,2.1953878,2.5632768,3.6393702,3.6533968,2.1815763,1.3587718,1.8385453,4.1607504,4.4006014,2.5832973,2.4598904,3.8125448,4.0385237,3.4726186,4.076191,4.0644193,2.5803072,3.463592,2.3544984,2.274945,1.1589065,2.9272857,4.0271006,4.50832,2.905272,3.5495932,3.0733733,2.247191,2.9102952,2.897184,3.125305,3.0287213,4.768035,2.74854,2.189797,1.9560761,3.1588535,3.4263058,2.9214625,1.6345944,2.8724055,3.0697954,3.169689,5.024837,2.4990146,3.83444,2.7237823,3.1043563,2.3328416,3.5397477,2.1912627,4.323903,1.7697716,3.0122252,2.5731714,4.28592,2.6523528,2.6302333,3.9050114,1.9363537,4.415862,1.1333957,2.8959322,2.7647433,2.609852,3.7876163,4.146106,3.6918082,2.9762049,3.2324173,4.5972714,1.0958743,1.6973696,3.0135646,4.0931644,2.470483,3.5210829,2.4043384,4.408663,4.183361,3.205487,3.2400987,2.2190447,3.4915488,2.8394902,2.7539945,2.6707911,3.122153,2.714028,2.9122927,3.0383941723750185,0.8599731774701835
66,sm6-22_neut->an,7.43,8.534265,6.890256,8.015408,8.209325,7.0038714,7.9348793,6.8137197,7.9890776,7.9269276,7.908503,7.5140185,8.471719,8.195116,7.0654182,7.958085,7.4263153,6.9119415,9.6550045,7.841441,7.4637985,6.796035,7.0924263,7.746793,8.046439,7.0621967,8.124866,7.469683,7.5292563,9.063219,7.4674854,7.1415377,8.142059,7.9499607,7.4959292,7.620064,7.6164856,7.566045,8.814468,7.2613587,7.496107,7.9668174,8.117267,7.590347,7.9241667,7.5999584,8.181608,7.603326,9.462602,7.2287536,7.4384093,7.554834,7.7975287,7.5844336,8.338922,6.360401,8.427919,7.111718,7.207888,8.934205,7.2693033,7.9607716,7.5338025,7.8256464,7.614844,7.3570046,7.244746,8.36072,8.611693,8.131798,9.025299,7.8449917,7.608641,7.6290913,6.5029616,9.039117,7.25533,8.469074,7.6976175,9.339687,7.8211813,7.9513865,8.0776205,7.439996,7.785178,7.8225045,7.6195555,7.7200403,7.673175,7.5169044,7.9252872,7.788654696076781,0.6143342349027979
67,sm6-23me_cation->neut,5.45,6.436335,6.370041,5.8361645,5.9604826,5.609276,7.007869,6.8939376,6.3347793,6.2950544,5.42228,6.241283,5.0094347,6.24983,6.002798,5.838749,5.032588,5.4226956,6.18432,6.1935005,4.9595366,6.6072254,6.6006083,5.2635975,5.8182163,6.058786,5.9748907,4.7493625,6.6302423,6.5068746,5.6324263,6.548316,4.841353,5.490999,6.2948523,7.2514973,6.8035226,5.148473,6.604675,6.2354198,5.119778,4.726835,6.302999,5.841402,6.410874,6.542024,4.385151,5.5292006,6.70866,5.6594877,6.7243137,6.6117287,5.565752,6.3150826,5.7362957,6.150448,7.5974894,5.0954113,6.6910305,7.1182904,5.3061495,5.868018,5.853525,5.385502,7.605854,5.610805,6.2827234,6.043238,6.9292507,5.832011,7.3072314,5.1500883,7.073932,6.5916204,5.5874596,6.97021,5.316403,4.968837,4.8233466,6.2560706,5.386541,5.276998,6.7419367,5.4656386,5.6474285,6.0280724,5.192751,6.943768,4.7877364,8.277187,7.5809326,6.030063861805004,0.7676305720593951
68,sm6-24_cation->neut,2.6,3.6951776,3.3362355,2.5443602,3.6578367,2.6229448,3.3945026,2.5496097,3.0897942,4.124761,3.1835818,3.5487604,2.485673,2.2913456,2.5962672,2.4939651,3.245375,3.1622138,3.8981705,2.9557614,3.199211,3.3005805,4.0976543,3.435462,3.2888322,3.4075189,1.9997606,3.2700958,4.084446,3.3210754,3.113202,3.3200483,3.1383095,3.1610441,3.5926342,3.2403684,3.3226538,3.2512922,3.1712086,3.1822186,3.652821,3.0417376,2.83313,3.4392745,2.8433895,3.9629793,2.9513083,2.8075442,3.649266,2.9634,3.224122,2.828744,2.5917501,4.049391,2.5759583,2.9280953,3.5219197,3.4365535,3.4605126,3.2876954,2.4908285,3.3225565,3.2960465,3.201768,2.9379401,3.6620452,3.791769,3.3384032,4.0317745,2.9977427,3.3360894,2.5969768,3.5442808,3.876494,3.4381661,3.6526275,3.3224168,3.1672254,2.7869172,3.2811925,2.7075062,2.9068751,3.6540573,2.6738076,2.8364482,4.034392,3.0699277,3.616985,2.7283835,3.456668,4.25027,3.2245288508278986,0.45918703765178054
69,sm7-25_neut->an,4.49,4.4133515,4.5753794,4.6251764,4.3023458,5.208532,4.902282,4.1591773,4.332864,4.7069345,3.6968474,4.441195,4.842712,4.6035857,3.7858,4.897095,3.9014244,4.6993275,4.701792,4.2261915,4.581068,4.3752813,3.9707623,5.2031536,5.1018195,4.560869,3.9243183,4.9425025,4.5282497,4.7507815,4.2355156,3.9017754,5.436161,4.7728977,4.9145155,4.6485734,4.998499,4.633857,5.058866,4.2850847,4.8923945,4.000278,4.1214547,5.1897173,4.60484,5.2799826,4.6913185,5.2833824,4.962237,3.855842,4.5405307,3.992344,4.362274,4.6283484,4.6060977,3.9943538,4.5538487,4.9673934,4.3894644,4.029982,4.1324854,4.4985433,4.7866406,4.5400476,4.727024,5.262102,5.027563,4.9376183,5.450178,5.1108246,4.7657857,4.5999556,5.363901,3.7906075,4.153343,4.389513,4.9922442,5.0428653,3.663447,5.1113696,4.1497893,4.741685,4.786296,4.8783197,4.5849533,4.497944,4.4266224,4.576244,4.191871,4.074899,4.2942715,4.580567063761282,0.4269379269485845
