,compn,exp. pKa,pKa predicted by models:3-3,pKa predicted by models:3-9,pKa predicted by models:3-8,pKa predicted by models:3-5,pKa predicted by models:4-2,pKa predicted by models:4-3,pKa predicted by models:3-2,pKa predicted by models:3-4,pKa predicted by models:3-7,pKa predicted by models:3-6,pKa predicted by models:4-9,pKa predicted by models:4-8,pKa predicted by models:3-0,pKa predicted by models:8-9,pKa predicted by models:4-5,pKa predicted by models:4-4,pKa predicted by models:5-2,pKa predicted by models:4-7,pKa predicted by models:3-1,pKa predicted by models:4-6,pKa predicted by models:5-3,pKa predicted by models:5-9,pKa predicted by models:5-8,pKa predicted by models:5-5,pKa predicted by models:6-2,pKa predicted by models:4-0,pKa predicted by models:5-4,pKa predicted by models:6-3,pKa predicted by models:5-7,pKa predicted by models:5-6,pKa predicted by models:6-9,pKa predicted by models:6-8,pKa predicted by models:6-5,pKa predicted by models:7-2,pKa predicted by models:4-1,pKa predicted by models:7-3,pKa predicted by models:6-4,pKa predicted by models:6-7,pKa predicted by models:7-9,pKa predicted by models:7-8,pKa predicted by models:6-6,pKa predicted by models:5-0,pKa predicted by models:8-2,pKa predicted by models:7-5,pKa predicted by models:8-3,pKa predicted by models:7-4,pKa predicted by models:8-8,pKa predicted by models:7-7,pKa predicted by models:7-6,pKa predicted by models:9-2,pKa predicted by models:5-1,pKa predicted by models:8-5,pKa predicted by models:9-3,pKa predicted by models:6-0,pKa predicted by models:9-9,pKa predicted by models:8-4,pKa predicted by models:9-8,pKa predicted by models:10-2,pKa predicted by models:8-7,pKa predicted by models:8-6,pKa predicted by models:9-5,pKa predicted by models:10-3,pKa predicted by models:10-9,pKa predicted by models:6-1,pKa predicted by models:10-8,pKa predicted by models:9-4,pKa predicted by models:7-0,pKa predicted by models:9-7,pKa predicted by models:10-5,pKa predicted by models:9-6,pKa predicted by models:10-4,pKa predicted by models:10-7,pKa predicted by models:8-0,pKa predicted by models:7-1,pKa predicted by models:10-6,pKa predicted by models:9-0,pKa predicted by models:8-1,pKa predicted by models:10-0,pKa predicted by models:9-1,pKa predicted by models:10-1,consensus,std. dev.
52,sm6-14_2cation->cation,2.58,3.0431216,2.9507108,2.9038692,2.7859674,3.0217395,2.866972,2.9519517,4.1689434,2.8085506,3.5248542,2.8321898,2.9422321,2.7726693,3.2552128,2.7537818,3.8715782,3.1162236,2.6362767,2.801281,3.517319,2.9535682,3.0413713,3.1764085,2.882245,2.8965347,2.8287497,3.5290394,2.9809792,2.381599,3.511075,3.0234075,3.2581604,2.7531393,3.0516176,2.8073907,3.0005445,3.282389,2.872475,2.8077087,2.983428,3.2986906,2.7595434,3.2362032,2.9235072,3.195687,3.834433,2.5333743,2.0512197,3.4750595,3.1681674,2.8730066,2.3617525,3.0660439,2.8590188,3.3426893,3.2760298,2.859497,2.9952147,2.9259152,3.064364,3.3308973,2.9427142,3.0755272,2.3283205,2.6049938,4.2404757,2.769138,2.3783724,2.9382248,3.2322738,4.6477814,2.4828498,2.189136,3.0664022,3.28727,2.7381344,2.63909,2.370532,2.6018114,2.674048,2.997094882329305,0.430391927330071
53,sm6-14_cation->neut,5.3,5.618212,5.8425665,5.6171474,4.8994346,5.326145,5.3544774,6.153507,6.4860153,5.5192504,5.701757,6.0828743,5.59744,5.310501,6.0889664,6.048751,6.4005637,5.5800114,5.550689,5.2767334,5.473845,5.386364,6.1015,6.020094,5.636956,5.4567375,5.320185,6.0022864,5.7361593,4.4113803,5.3014297,6.03442,5.677803,6.069328,6.0005302,5.415721,5.8446326,5.7539988,6.4127617,6.0544415,5.4654083,5.4540925,5.849222,5.5519185,6.206236,5.2625966,5.9351163,5.295248,4.761233,5.9432044,5.5014696,5.7130823,4.9299884,5.7428718,5.9395723,5.7950315,6.1259136,5.419115,5.6484613,5.7344193,5.747033,5.837648,5.4261713,6.274596,5.615573,5.172868,5.712342,5.5887938,5.293016,5.2786484,6.1011343,5.2787743,5.4118853,5.802073,5.8970966,6.0719147,5.85291,5.0978107,5.6117315,5.660445,5.340117,5.6569432129094634,0.37893436439431827
54,sm6-15_cation->neut,4.7,5.1033025,5.161915,4.5387597,4.4223895,4.6812615,4.560003,5.2345123,5.4835796,4.7712083,4.8949137,5.6034575,4.2748094,4.2695446,5.745812,4.8256764,5.6652055,4.928899,5.3078537,4.325603,4.209543,4.784746,5.528261,4.7998033,4.6104565,4.8195243,4.6963863,5.1480827,5.115138,4.1658354,4.402174,5.4278703,4.5721865,4.6878347,5.0831647,4.868007,5.1862106,5.0414286,5.9684696,5.5986934,4.4659266,4.382987,5.124035,5.138394,5.2489114,4.94824,5.2101517,4.3329487,4.871681,4.6200542,5.0604253,4.441573,4.0159407,4.7167735,4.744019,5.413939,5.5219626,4.5244975,5.251815,5.0113177,4.592287,4.8018136,4.509584,5.839545,4.3983746,4.280404,5.203891,5.0531893,4.691328,4.290759,4.6778984,4.830775,4.8735538,4.8741555,4.6917067,5.1587634,4.962013,4.282885,5.312282,4.314666,4.326087,4.8669638951619465,0.4323818881452322
55,sm6-15_neut->an,8.94,8.507833,9.5594845,9.504045,9.064782,9.573008,9.013931,9.561395,8.546863,8.678389,9.026691,9.817971,9.695377,8.281801,9.9431095,9.516999,8.536582,9.4210615,8.541235,8.77574,9.390226,9.064217,10.351129,9.45798,9.820732,9.720273,8.8622465,8.867928,9.014363,8.492227,9.10129,10.727997,9.284888,9.266897,9.507749,8.924843,9.298142,9.327621,8.3579235,9.49865,9.25982,8.60291,8.8135395,9.257753,9.313524,9.494088,9.015127,9.727632,8.216084,8.501385,9.282441,9.004576,9.035436,8.873799,9.421965,10.32066,9.263246,9.781027,9.269502,8.324695,8.69309,9.404799,8.950019,10.26133,8.563843,9.597253,9.118897,9.230527,8.586139,8.749942,8.302547,9.460508,8.637796,9.548043,8.395203,8.931799,9.13291,8.620983,9.312954,8.624509,8.83359,9.142956868395395,0.5146905310783352
56,sm6-16_cation->neut,5.37,4.9767714,4.9090643,4.7488813,4.5997224,4.8364897,5.547253,4.9923697,4.978943,5.1031203,5.265126,5.557847,5.2229033,4.5157905,5.4055285,5.0347614,5.9298053,4.7140245,5.1518507,4.5818624,5.524826,5.0787706,5.0577364,5.2361956,5.0676346,4.5365877,4.32977,5.763357,5.266108,4.9618006,5.190344,5.516135,5.379074,4.966878,4.661419,5.109414,5.1262717,5.365574,5.653546,5.2830563,5.0054445,5.3078194,4.735132,4.8317385,4.8221855,5.8923693,5.6642637,4.760763,4.932291,5.5061464,4.6039577,4.685115,5.058754,4.8269544,4.383882,5.0104084,5.450825,5.0802298,4.819396,4.97363,5.012663,4.556872,4.463295,4.9514003,4.9116426,5.037436,5.611121,4.355481,4.5888515,4.3882885,5.411702,5.3392425,5.0360427,4.3117228,4.871189,5.079674,3.9401085,4.869604,3.7980204,5.289274,4.9366455,5.007755507598689,0.40897797059461055
57,sm6-16_neut->an,10.65,11.777206,12.085075,11.589472,11.500892,11.471496,11.492802,11.644531,11.364234,12.030439,11.319651,11.817281,11.462067,11.420639,12.303772,11.621538,11.177448,11.495929,12.471134,11.417713,10.664349,11.838116,12.122923,11.794191,11.869491,11.949468,11.66548,10.954108,11.439681,11.519945,11.380152,11.558313,11.947765,11.870378,11.762221,11.6385765,12.098553,11.630833,12.408903,11.912861,11.897517,11.598534,11.49147,11.298578,11.724222,11.8488655,11.604288,11.85031,12.42836,10.555098,11.551084,12.246786,11.497442,11.807974,11.290116,11.702161,11.387226,11.927277,11.295973,12.243252,10.976448,12.097199,11.599653,11.759155,11.741913,11.782322,11.566175,11.077246,11.977001,11.91308,10.695847,11.9569845,11.546593,11.337357,13.387372,11.116421,11.441477,11.835661,11.598238,11.986394,11.796032,11.661416376372914,0.4339840414157926
58,sm6-17_cation->neut,3.16,3.5341973,3.784872,3.3089643,3.4997559,3.8050313,3.2907438,3.0458655,4.567545,3.4520628,3.844254,4.6135135,3.8358817,3.873502,4.882488,3.6563916,5.0879974,3.510014,3.3193126,3.4771426,4.137502,3.8807387,4.4539514,3.6813126,4.1634893,2.8612685,3.4894197,4.5718656,3.7766328,3.6060338,3.9945357,4.8903913,3.6911302,3.2855775,3.410389,3.5058198,4.2082167,4.1851716,3.9600272,4.200519,3.84841,4.159598,4.131486,3.3172681,3.6863708,4.397374,4.142128,3.4434462,3.2768261,4.1261826,3.13199,3.3031683,3.7296724,3.723845,3.1366358,4.206683,4.5035644,4.040615,3.432959,3.5095625,3.4046025,3.2622974,3.175827,4.4703503,3.5540042,3.8924687,4.895861,3.3766832,3.3197918,3.3429055,4.5674043,4.533186,3.4779034,3.612722,3.6566908,3.8220437,3.5700257,4.0414953,3.2165263,3.5537808,3.069439,3.784781752221378,0.49536485000621344
59,sm6-18_cation->neut,2.15,2.0440426,3.1892579,2.8214562,2.5931356,2.5842948,3.2199545,2.9120078,3.5114138,2.3160028,2.3192987,2.9861984,2.2770715,2.2019844,3.2558389,2.8152227,3.255938,2.3685126,2.7863555,2.6459937,3.1816068,2.9141798,3.4469416,1.9223733,3.0779486,2.44351,2.334362,2.2610197,2.6056712,2.6609097,2.8612096,3.0616927,2.8304915,2.470734,2.8939857,2.5485673,2.7069504,2.71845,2.4433074,2.9699035,2.068263,2.604837,2.1706357,2.6044402,3.2724533,2.2005162,2.6869767,1.7899623,3.1989474,1.9199932,2.877058,2.6788394,2.9331617,2.2676466,2.6301184,2.8098478,2.831533,2.5360599,2.7038875,2.6508179,2.1443732,3.3048458,1.8985481,2.8761868,2.7171047,2.0129848,2.8220735,2.3757224,2.8606105,3.0923512,2.1665223,2.6762207,2.9476542,2.4208374,2.6836092,2.629928,2.9298697,2.559202,2.831837,2.873747,3.0566025,2.6657360677365904,0.38408284556553685
60,sm6-18_neut->an,9.58,10.872173,10.183584,9.449566,9.230593,9.027441,11.183409,9.109977,8.410319,10.599869,9.305517,10.502603,9.003969,8.823868,7.6452403,8.35389,8.271492,9.428207,9.394227,9.962854,9.391854,10.171602,9.502414,9.902277,8.63216,9.311925,8.56275,8.795668,10.8378,8.835449,10.10858,9.092718,9.606459,8.591655,9.043533,8.751479,10.7380705,9.504595,9.080046,8.757571,8.804729,8.777015,9.361582,9.742907,7.9746222,11.271913,9.216732,8.64443,9.221623,9.411535,9.970818,8.892223,8.516127,10.262028,8.985604,8.939912,10.147984,8.807062,8.744251,9.440173,9.039861,8.624987,10.972372,8.021135,9.975985,8.707016,9.848942,8.987568,9.515837,8.398662,8.376061,9.301788,9.516474,9.28325,8.863569,8.621824,8.925695,8.817906,8.669211,9.419662,8.165179,9.268440235750173,0.758337488172543
61,sm6-18_an->2an,11.02,11.525083,11.429311,11.135094,10.999334,10.775301,12.174678,8.971804,11.55503,11.099719,11.072582,11.273403,10.437575,11.639538,11.295861,10.593928,10.998922,9.303814,11.109614,11.950556,10.691429,12.006689,10.059995,10.930364,10.979264,10.750968,10.695673,10.390572,11.859338,10.218043,10.790496,10.775465,10.487906,11.365412,9.551846,10.842523,11.779176,11.282757,11.20374,10.306353,10.698258,10.338663,11.563189,9.936927,10.526428,12.451327,10.712968,10.338224,10.506846,10.741893,10.31275,11.302047,10.347199,11.833301,11.971562,10.245842,11.692648,10.954964,10.343386,10.882952,10.556789,10.340651,11.718567,11.142962,11.555103,10.966601,11.961981,11.816294,10.631481,11.371164,10.12674,10.656111,11.223234,11.802088,10.8384495,9.912488,12.626696,11.366727,11.985258,10.786178,11.027809,10.980788896348741,0.6852900111474272
62,sm6-19me_neut->an,9.56,8.166053,8.776682,9.45849,9.394472,8.670406,8.241241,8.096648,9.084217,9.521547,9.922803,9.1412735,9.389265,7.7241926,8.975197,8.795336,8.722661,9.2995405,9.452709,9.519453,10.143839,8.4706,9.618253,9.3268385,8.674418,9.125439,8.143484,8.927447,9.242035,9.686293,9.658366,9.281664,9.381991,8.914879,8.768161,9.156351,9.35209,9.175743,9.977209,9.165312,8.8978,8.771315,7.7942533,8.945448,8.596877,9.268337,9.325918,9.410786,9.160925,9.170602,9.678937,9.472966,8.205902,9.02417,7.634232,9.081526,9.596666,9.441149,8.776985,9.912239,8.750007,8.239123,9.195797,9.552168,9.767522,9.724258,9.229734,8.143991,9.913331,8.349541,9.301502,9.057823,10.312584,8.039232,10.108234,8.856112,7.8157263,9.463096,7.9815397,9.553435,8.99429,9.069366444010793,0.6013708665398383
63,sm6-20_neut->an,5.7,6.309813,5.9330544,5.538896,6.2433414,6.0506825,6.1388874,5.87292,5.538787,7.2807198,5.4156513,4.8653097,5.867613,6.4565544,6.194849,5.0537252,5.5760937,5.433551,6.4545617,6.048274,5.5237064,6.2561483,5.3602037,4.941588,5.3188667,5.7249,7.103814,5.075171,6.66802,6.5079584,5.5035167,6.965022,5.747555,6.315868,6.2644796,6.5321765,6.192787,6.1997385,6.160596,5.546389,5.99599,5.5686293,6.79259,5.5331774,4.98796,6.4623127,6.5378776,5.967175,6.081007,6.1303563,5.8535233,6.778715,5.3769546,5.770661,5.832376,6.155017,7.0344305,5.779603,5.930563,6.6049957,5.8198175,4.922487,5.6629267,6.383448,7.3827424,6.395529,6.900654,6.734403,6.680378,5.2791924,6.946259,7.0256925,6.0061703,6.5898843,5.7856426,6.385273,6.2772813,6.229915,4.7387896,6.275798,6.3998756,6.047874835685447,0.5911309846155938
64,sm6-21_cation->neut,4.1,3.8180108,3.863577,3.7840347,4.099759,4.8771763,3.913114,4.4242764,4.4887657,4.3864985,4.1899037,4.464343,3.9066834,3.806264,4.1233115,3.7164695,4.701341,3.477506,4.0622416,4.003482,3.8760564,4.0755167,4.35227,4.2635064,3.8325517,4.586981,3.2702932,4.4007163,3.8844957,3.8747942,3.593241,4.243881,3.979881,3.6618936,5.180444,3.6961815,4.0381446,4.192372,4.3422794,3.9114184,3.9884567,4.335248,3.9485817,5.817545,3.6243558,3.7757263,4.513302,3.741502,4.1153708,3.7554324,5.1235466,2.9715457,3.771694,4.009206,4.6005416,4.4408216,4.306262,4.111421,5.159226,3.856359,3.397239,3.5079129,3.7924385,4.1215124,2.6654668,4.275584,4.791504,4.144711,3.8810074,3.4325478,4.883196,4.3804693,4.2702417,4.378673,3.5023828,3.9291043,3.9327416,3.7247233,4.2178783,4.348834,3.6850386,4.082629964381089,0.4846873067889254
65,sm6-22_cation->neut,2.4,2.195382,2.5610995,3.606726,3.6649392,2.1844807,1.3531952,1.8420234,4.173613,4.398678,2.6041431,2.4488707,3.7923698,4.045269,3.4944086,4.0999165,4.0727434,2.577258,3.4585702,2.3595338,2.3062696,1.1577067,2.914002,3.987817,4.5120926,2.904991,3.553221,3.0789251,2.23388,2.8983665,2.897282,3.1226816,2.987871,4.7859983,2.7464123,2.1913266,1.9461789,3.1586869,3.4323568,2.9256978,1.6106691,2.896025,3.0885115,3.1706328,5.03881,2.4793377,3.831642,2.698383,3.1046486,2.343725,3.5396543,2.1980786,4.339914,1.7609768,3.0005188,2.5705268,4.282363,2.6328373,2.6345496,3.901466,1.9482584,4.443526,1.1171985,2.904417,2.7559476,2.5906045,4.14439,2.9635537,3.230917,4.6043606,1.6866012,3.5271842,4.3771234,3.2070346,3.229468,2.2423515,3.492809,2.832046,2.745112,2.6698928,2.704926,3.032295988224171,0.858532383052265
66,sm6-22_neut->an,7.43,8.528408,6.897871,8.012138,8.199072,6.9860883,7.9386444,6.802323,7.986622,7.9377723,7.918108,7.521202,8.471745,8.17812,7.0681925,7.9502277,7.4221478,6.9194813,9.655835,7.837558,7.4579763,6.8071446,7.0874386,7.749797,8.040701,7.065246,8.115965,7.472672,7.52958,9.06179,7.4706483,7.149589,8.145918,7.9281807,7.503601,7.6229215,7.6144686,7.5662537,8.809513,7.2731824,7.489188,7.9743347,8.1150055,7.5907164,7.9099755,7.597535,8.181508,7.600346,9.457708,7.2257357,7.430579,7.558382,7.784733,7.58206,8.330648,6.364293,8.420862,7.1090984,7.2097254,8.9234915,7.2658057,7.9511337,7.5307155,7.8133183,7.6136427,7.350932,8.357025,8.123976,9.021008,7.8299303,7.63279,8.470829,9.334831,7.9447746,8.071783,7.4476066,7.765669,7.8228045,7.6297545,7.7289624,7.5181346,7.7927838923607355,0.6046395155972482
67,sm6-23me_cation->neut,5.45,6.4329906,6.3685064,5.8377604,5.961602,5.6086993,7.0054426,6.8895655,6.3313913,6.3003182,5.4287834,6.244267,5.008972,6.2516675,5.9985127,5.8399076,5.0268316,5.4212456,6.1815677,6.195408,4.9683456,6.6069922,6.603511,5.262605,5.8234816,6.057607,5.975009,4.749274,6.6283593,6.5075073,5.6304607,6.551219,4.8444576,5.4896665,6.2899857,7.247017,6.799262,5.152511,6.6056786,6.237072,5.117278,4.731538,6.29938,5.842396,6.4161315,6.541129,4.3893094,5.5282054,6.7106285,5.6674585,6.7244864,6.6156416,5.5656366,6.310896,5.746584,6.1507053,7.59464,5.092104,6.6860023,7.1182237,5.3123865,5.872425,5.8517065,5.3852305,7.6026726,5.610435,6.038314,5.839836,7.30554,5.1502256,6.595166,4.96307,6.256041,5.271715,6.744219,5.47168,5.6544633,6.0340614,5.192784,6.9506445,8.277597,6.025210482985885,0.7384150047591531
68,sm6-24_cation->neut,2.6,3.6939363,3.3358793,2.5403008,3.6575181,2.6236992,3.393674,2.5517898,3.0917215,4.1243753,3.1832695,3.5530515,2.4823456,2.2911806,2.6032448,2.4932365,3.2426069,3.162457,3.8997757,2.9564276,3.1983693,3.3010983,4.099164,3.4360704,3.2885742,3.4080753,2.000433,3.2714057,4.0851536,3.3190145,3.1121798,3.3209076,3.136722,3.1602478,3.598781,3.2408638,3.3231049,3.250832,3.1700654,3.1854548,3.6527658,3.0419273,2.8332963,3.4434721,2.843058,3.9628654,2.9558685,2.8067865,3.6504173,2.9638653,3.226849,2.828929,2.5913544,4.0500374,2.5744486,2.9315271,3.522313,3.436901,3.4626775,3.287948,2.4907532,3.3212788,3.2959018,3.207703,2.937868,3.6569276,3.3358994,2.9979599,3.335663,2.595251,3.8782146,3.1671622,3.2802827,2.9080086,3.6533716,2.6739695,2.837822,4.035329,3.0701714,3.6177511,3.4563127,3.20009773572286,0.4455259190672738
69,sm7-25_neut->an,4.49,4.5312457,4.3670893,4.7776065,4.459785,5.398645,4.9035463,4.612284,4.411795,4.6839056,3.7903748,4.047747,4.7967334,4.982221,3.6718025,5.0288963,3.9089756,5.180212,4.6115932,4.5473657,4.777129,4.8025017,4.0183887,4.920698,5.0399904,4.9572716,4.3920307,4.847156,4.481102,4.7527266,4.213225,3.7957149,5.629019,5.033723,5.686292,4.7292695,4.9257345,4.6872535,4.7564716,4.342304,5.097307,4.6409893,4.286483,5.8014574,4.8787594,5.387489,4.5908413,5.2133217,4.710326,4.0412025,4.958163,3.8946867,4.5429807,4.821961,5.0446396,4.24085,4.5057244,4.8227816,5.236112,4.0759683,4.6176786,4.801915,4.6219797,4.5950704,4.540486,5.1163588,4.847827,4.985037,4.708846,4.912497,4.658946,4.8174133,5.0622134,4.843538,4.470338,4.9709277,4.442728,4.528546,4.6716046,4.694622,4.0385985,4.688012850019667,0.4171738794933375
70,sm7-26_neut->an,4.91,4.546179,5.6462903,6.95043,6.739582,6.5041127,5.114468,5.8654637,4.548545,5.6433954,5.6894064,5.6598883,6.498442,5.653336,5.1779327,6.141594,4.8322687,6.2114916,4.9395,5.2063117,6.3373775,4.8386183,6.0342274,6.6017103,6.389569,5.745284,5.5317144,4.8963065,5.1081567,5.149515,6.085191,5.177476,6.3758736,6.5082474,6.658365,5.380438,5.8436937,5.0022545,5.5950603,5.990945,6.0492477,5.4362097,5.247509,6.7946196,6.264087,5.404016,5.4156623,5.8508697,5.062558,5.7382336,6.395586,4.663008,5.5539446,5.3012824,5.547516,5.4891257,5.419629,5.902521,6.461541,4.9159575,5.1872435,6.0785704,5.452068,5.949409,4.802257,6.256176,5.302917,6.069605,5.5257564,5.749943,5.8851223,5.0254045,5.2178593,5.704854,5.871426,5.370085,5.8766685,5.3850527,6.2681046,5.4340663,4.8717914,5.653409429950479,0.571191308683584
71,sm7-27_neut->an,10.45,10.463401,12.200422,12.5283165,11.336485,11.245067,11.1792965,12.336993,11.922337,10.637634,10.860875,12.253232,12.838297,10.373231,11.633549,10.201212,10.674985,11.410942,11.555691,10.820801,11.3215685,11.413488,12.430689,12.991093,10.637232,10.752434,10.30938,10.648899,10.785683,10.968797,11.079727,12.191387,12.6611805,10.66097,11.342848,10.650303,11.300853,11.435797,12.026112,11.134754,12.341458,10.942647,10.576443,11.98716,10.7707405,10.844238,10.905864,13.050684,11.557938,11.234932,11.544038,11.305974,10.521783,10.095532,11.287141,11.856628,11.313745,12.934605,11.336029,12.200524,10.761835,11.114802,10.735912,11.564015,10.884162,12.868614,11.915383,10.864999,11.900026,11.029328,11.211186,11.939395,11.918409,11.004822,10.945345,10.780747,10.859187,11.3112545,11.140832,11.031357,11.389867,11.351179525587295,0.7061469988766341
72,sm7-29_neut->an,10.05,11.76213,12.322219,13.080218,12.181731,12.05508,11.713537,12.341814,12.536171,11.582714,11.273291,12.021511,12.593418,12.804911,12.29058,11.50071,11.185346,12.235395,12.363073,11.633537,11.865862,11.869057,12.401394,12.331259,11.470795,12.265656,12.318249,11.690008,11.441629,11.918377,11.697496,11.99716,12.169301,11.902016,12.19415,11.231308,12.267094,11.538134,11.847747,12.246277,11.977512,10.912122,11.737613,11.7586155,11.310915,11.572441,12.054497,12.50861,11.648222,10.912456,12.276103,11.757828,10.995707,11.450353,11.909226,12.12131,11.761776,12.441814,12.451316,12.229489,10.972956,11.677053,11.709967,12.552037,11.511566,11.695665,11.963007,11.815791,11.750025,11.525425,11.582476,12.126188,12.243997,11.677414,11.828613,11.344156,12.3034,11.714864,12.209566,11.452453,11.387373,11.864472481056495,0.4831358099886999
73,sm7-30_neut->an,10.29,9.792837,10.278742,9.870947,11.831043,9.558125,8.856714,9.2036495,10.168135,10.045378,8.817667,10.455257,10.619574,9.847891,10.631711,9.869266,9.497154,9.763861,10.496525,9.303617,9.859786,9.125523,10.316372,11.068595,9.553955,9.496147,10.558027,9.301357,8.821858,9.712744,10.048737,10.573204,11.262578,10.245335,9.827646,9.838003,8.910549,9.876366,10.706757,10.600834,10.705544,10.305653,9.283054,9.892502,9.5519085,9.536713,9.345584,10.725659,10.813555,9.3791685,9.93455,9.856182,9.891246,9.563591,10.657633,10.592279,9.3535,10.741587,9.431387,11.069418,9.427178,9.811622,9.1699505,10.589168,9.392176,10.402974,9.770969,10.74154,10.562153,9.268511,10.042877,10.460615,11.009792,10.5924225,9.885248,9.573287,11.404411,10.34064,11.377901,10.458201,9.736065,10.043838030497232,0.6509069608346387
74,sm7-31_neut->an,11.02,10.058765,11.258254,12.223774,10.918517,11.354278,10.06929,9.780619,11.284236,10.013363,9.689718,11.099363,11.519695,10.670331,11.312607,10.038532,10.637321,9.8961735,10.47797,9.694574,10.506763,10.381888,11.136165,12.799975,10.484972,10.395824,11.321002,10.927056,9.662834,10.544514,10.455568,10.634793,12.413433,10.709545,9.999493,10.306324,10.686903,10.445919,10.650916,10.67937,12.264408,10.227356,9.436485,10.452462,10.499689,10.413387,10.824354,12.478352,10.728405,9.85339,10.170702,10.717695,10.2659445,10.167046,10.604977,10.542643,10.701834,12.1534395,10.910274,11.877275,9.770351,10.655518,10.567583,11.385117,9.567251,11.721526,11.512976,10.493454,11.138943,9.874113,10.27676,11.608302,11.712116,11.084657,10.313666,9.79524,11.109785,10.272684,11.339449,11.15274,9.611162,10.721162366513852,0.7317693395044997
75,sm7-32_neut->an,10.45,10.297152,11.400173,10.602333,11.352219,10.519142,10.522009,11.056877,11.075654,10.323775,9.974966,11.371927,11.36018,11.093834,11.930338,10.843594,10.155423,10.910516,11.123016,10.243427,10.204309,10.474182,11.255433,10.922431,11.055942,10.468588,11.559809,10.549719,10.388613,10.877685,10.589288,11.0568285,11.180838,10.933968,11.12849,10.651957,10.213753,10.100479,10.451551,11.4289,11.311574,9.99642,10.490301,10.452649,11.277835,10.981457,10.00483,11.575265,10.166652,9.730068,11.175625,10.831808,10.547903,10.93581,11.051833,11.252909,9.716703,12.082027,10.938663,10.628651,9.828988,10.815281,10.895487,12.188955,10.491257,11.768812,10.465404,11.7055855,11.566271,10.86734,9.956313,10.536333,10.429623,11.470182,10.631994,10.158438,11.922731,10.568838,12.130996,11.196527,11.0124855,10.837730127499428,0.5720104815201312
76,sm7-34_neut->an,11.93,9.486486,11.233099,11.964067,11.197587,10.279858,10.369814,10.523106,10.11384,10.879792,10.660513,11.5313015,11.153181,11.230854,11.2777405,11.432223,9.845143,9.856571,10.585847,10.458963,10.162785,10.453974,11.954456,11.529327,11.773619,10.21358,10.907231,9.032932,9.179396,10.441541,10.525442,12.039396,11.396835,11.620109,10.144187,10.275942,10.8229885,8.961316,10.115122,11.087086,11.605417,10.372499,10.55093,9.891167,11.514223,10.687803,9.942072,11.516638,10.243595,10.491879,10.036343,10.0363865,11.058167,11.119358,10.338732,11.076128,9.2395115,10.682945,10.128179,10.877588,9.740248,11.187879,10.183478,11.753163,10.774279,10.823186,9.852083,10.906632,11.322276,10.911374,10.83081,9.921841,11.331756,11.171696,10.841457,10.383673,11.407061,10.783653,11.176653,10.893192,10.359577,10.698923213158125,0.6979386491122836
77,sm7-35_neut->an,9.87,10.388631,10.679706,11.015457,11.235309,10.449303,10.254072,10.705752,10.895663,9.954838,10.0606,10.957364,10.951059,11.312183,11.365093,11.191488,9.549849,10.462823,10.95025,9.373016,10.34996,10.376743,11.027678,10.456204,10.940594,10.758665,11.021503,10.703451,10.018655,11.118859,10.71953,10.891113,10.846067,10.928137,11.041555,10.176632,10.5828705,10.3675785,11.046909,10.869925,10.528442,10.420607,10.699091,10.280428,11.083975,10.566554,9.965393,11.216156,10.807784,10.209509,11.050602,10.973906,10.534167,10.471839,10.401657,10.6149025,10.24626,11.290643,11.243888,11.155828,9.504146,10.578134,10.258208,11.308264,10.641447,10.750704,10.446226,10.894825,11.20336,10.3263,10.236848,10.781015,11.307702,10.696469,10.500566,9.937832,11.42996,10.500909,10.974053,10.992174,10.662747,10.661217373035573,0.4454666196878395
78,sm7-36_neut->an,9.8,9.35337,9.440434,8.6092825,9.02013,9.291099,8.960802,8.946658,9.017158,9.8357315,7.968781,8.793449,8.730091,10.03153,8.812197,8.70101,8.070515,8.410734,9.537647,8.067045,8.640398,8.787615,8.966174,9.153496,8.655167,8.45443,9.112459,8.698629,8.875151,8.4888525,8.802551,8.2801285,9.2366085,9.395506,9.241766,8.967179,9.221458,9.004053,9.135207,8.794861,9.596172,8.178473,9.352419,8.756687,9.070887,9.608778,8.76148,9.413512,8.524925,8.001926,8.840769,9.083176,9.171716,10.123934,9.580568,8.249317,8.88208,9.115149,8.760716,8.621185,8.277413,8.625185,9.736356,8.711155,8.815428,9.065379,8.841581,9.563683,8.992121,8.637995,8.457181,8.948093,8.996179,9.487947,8.964094,8.204218,10.658546,9.355634,9.775216,9.918074,8.544906,8.982464299378572,0.5156689872765237
79,sm7-37_neut->an,10.33,9.385786,10.544287,10.582926,10.263416,10.002993,9.553546,9.822016,9.75676,10.082729,9.7542,11.31919,10.474136,9.738125,11.096951,10.438695,10.060828,9.340443,9.794171,10.018806,9.299585,9.776165,11.661919,10.884146,10.696014,9.933136,9.846233,8.975777,9.119977,9.515255,10.741671,11.802398,10.769993,10.540022,9.498121,9.879062,10.161257,9.6093645,9.4874735,10.864586,10.592389,8.955154,8.78635,9.315957,10.335253,10.246296,9.112038,10.512183,9.32135,9.596649,9.313143,9.341852,10.769251,10.289248,9.380725,10.747884,9.670563,10.171614,8.966448,9.788547,9.221815,10.162698,10.038053,10.837562,9.981744,10.01932,9.8822975,9.406355,9.949252,9.56631,10.25688,9.641447,9.367102,10.403908,9.91239,10.049892,10.82238,10.08134,10.199882,10.338847,9.602753,10.004657722755713,0.6177744730728036
