compn,pKa,correct name,reference,smiles,smarts,inchi,inchiKey
2am6methoxybenzothiazole_cation->neut,4.5,2-Amino-6-methoxybenzothiazole,"	G. Costa. Ann. Chim. (Rome) 43, 585 (1953); CA 49, 1015a.",['[H]c1c(OC([H])([H])[H])c([H])c2sc(N([H])[H])nc2c1[H]'],['[#16]1:[#6]2:[#6](:[#7]:[#6]:1-[#7](-[H])-[H]):[#6](:[#6](:[#6](-[#8]-[#6@](-[H])(-[H])-[H]):[#6]:2-[H])-[H])-[H]'],"['InChI=1S/C8H8N2OS/c1-11-5-2-3-6-7(4-5)12-8(9)10-6/h2-4H,1H3,(H2,9,10)']",['KZHGPDSVHSDCMX-UHFFFAOYSA-N']
2am4mebenzothiazole_cation->neut,4.7,2-Amino-4-methylbenzothiazole,"	G. Costa. Ann. Chim. (Rome) 43, 585 (1953); CA 49, 1015a.",['[H]c1c([H])c([H])c2sc(N([H])[H])nc2c1C([H])([H])[H]'],['[#16]1:[#6]2:[#6](:[#7]:[#6]:1-[#7](-[H])-[H]):[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[#6@@](-[H])(-[H])-[H]'],"['InChI=1S/C8H8N2S/c1-5-3-2-4-6-7(5)10-8(9)11-6/h2-4H,1H3,(H2,9,10)']",['GRIATXVEXOFBGO-UHFFFAOYSA-N']
2am5mebenzothiazole_cation->neut,4.6,2-Amino-5-methylbenzothiazole,"	G. Costa. Ann. Chim. (Rome) 43, 585 (1953); CA 49, 1015a.",['[H]c1c(C([H])([H])[H])c([H])c2nc(N([H])[H])sc2c1[H]'],['[#16]1:[#6]2:[#6](:[#7]:[#6]:1-[#7](-[H])-[H]):[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[H]'],"['InChI=1S/C8H8N2S/c1-5-2-3-7-6(4-5)10-8(9)11-7/h2-4H,1H3,(H2,9,10)']",['MELAGXOBBSTJPI-UHFFFAOYSA-N']
2am6mebenzothiazole_cation->neut,4.6,2-Amino-6-methylbenzothiazole,"	G. Costa. Ann. Chim. (Rome) 43, 585 (1953); CA 49, 1015a.",['[H]c1c(C([H])([H])[H])c([H])c2sc(N([H])[H])nc2c1[H]'],['[#16]1:[#6]2:[#6](:[#7]:[#6]:1-[#7](-[H])-[H]):[#6](:[#6](:[#6](:[#6]:2-[H])-[#6@@](-[H])(-[H])-[H])-[H])-[H]'],"['InChI=1S/C8H8N2S/c1-5-2-3-6-7(4-5)11-8(9)10-6/h2-4H,1H3,(H2,9,10)']",['DZWTXWPRWRLHIL-UHFFFAOYSA-N']
bispirine_2cation->cation,5.75,bispirine,"A. I. Biggs and R. A. Robinson. J. Chem. Soc. 1961, 388.",['[H]N1C([H])([H])[C@]2([H])C([H])([H])N([H])C([H])([H])[C@]([H])(C1([H])[H])C2([H])[H]'],['[#7]1(-[#6@](-[#6@]2(-[#6@@](-[#6@@](-[#6@@]-1(-[H])-[H])(-[#6@@](-[#7](-[#6@]-2(-[H])-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])-[H]'],"['InChI=1S/C7H14N2/c1-6-2-8-4-7(1)5-9-3-6/h6-9H,1-5H2/t6-,7+']",['PTPQJKANBKHDPM-KNVOCYPGSA-N']
bispirine_cation->neut,11.29,bispirine,"A. I. Biggs and R. A. Robinson. J. Chem. Soc. 1961, 388.",['[H]N1C([H])([H])[C@]2([H])C([H])([H])N([H])C([H])([H])[C@]([H])(C1([H])[H])C2([H])[H]'],['[#7]1(-[#6@](-[#6@]2(-[#6@@](-[#6@@](-[#6@@]-1(-[H])-[H])(-[#6@@](-[#7](-[#6@]-2(-[H])-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])-[H]'],"['InChI=1S/C7H14N2/c1-6-2-8-4-7(1)5-9-3-6/h6-9H,1-5H2/t6-,7+']",['PTPQJKANBKHDPM-KNVOCYPGSA-N']
4hydroxybenzothiazole_cation->neut,1.2,4-hydroxy-benzothiazole,"Q.Fernando and T. Thirunamachandran. Anal. Chim. Acta 17, 447 (1957)",['[H]Oc1c([H])c([H])c([H])c2sc([H])nc12'],['[#16]1:[#6]2:[#6](:[#7]:[#6]:1-[H]):[#6](-[#8]-[H]):[#6](:[#6](:[#6]:2-[H])-[H])-[H]'],"['InChI=1S/C7H5NOS/c9-5-2-1-3-6-7(5)8-4-10-6/h1-4,9H']",['NZFKDDMHHUEVPI-UHFFFAOYSA-N']
4hydroxybenzothiazole_neut->an,8.85,4-hydroxy-benzothiazole,"Q.Fernando and T. Thirunamachandran. Anal. Chim. Acta 17, 447 (1957)",['[H]Oc1c([H])c([H])c([H])c2sc([H])nc12'],['[#16]1:[#6]2:[#6](:[#7]:[#6]:1-[H]):[#6](-[#8]-[H]):[#6](:[#6](:[#6]:2-[H])-[H])-[H]'],"['InChI=1S/C7H5NOS/c9-5-2-1-3-6-7(5)8-4-10-6/h1-4,9H']",['NZFKDDMHHUEVPI-UHFFFAOYSA-N']
2aminobenzoxazole_cation->neut,3.7,2-amino-benzoxazole,"A. Albert, R. Goldacre, and J. Phillips. J. Chem. Soc. 1948, 2240.",['[H]c1c([H])c([H])c2oc(N([H])[H])nc2c1[H]'],['[#8]1:[#6]2:[#6](:[#7]:[#6]:1-[#7](-[H])-[H]):[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H]'],"['InChI=1S/C7H6N2O/c8-7-9-5-3-1-2-4-6(5)10-7/h1-4H,(H2,8,9)']",['JPBLHOJFMBOCAF-UHFFFAOYSA-N']
3amino7chloroacridine_cation->neut,6.91,"acridine, 3-amino-7-chloro","A. Albert and R. Goldacre. J. Chem. Soc. 1946, 706.",['[H]c1c(Cl)c([H])c2c([H])c3c([H])c([H])c(N([H])[H])c([H])c3nc2c1[H]'],['[#17]-[#6]1:[#6](:[#6]2:[#6](:[#7]:[#6]3:[#6](:[#6]:2-[H]):[#6](:[#6](:[#6](-[#7](-[H])-[H]):[#6]:3-[H])-[H])-[H]):[#6](:[#6]:1-[H])-[H])-[H]'],"['InChI=1S/C13H9ClN2/c14-10-2-4-12-9(6-10)5-8-1-3-11(15)7-13(8)16-12/h1-7H,15H2']",['RCUYJUQAOKVDKZ-UHFFFAOYSA-N']
3amino7methoxycarbonylacridine_cation->neut,7.1,"acridine, 3-amino-7-methoxycarbonyl-","A. Albert and R. Goldacre. J. Chem. Soc. 1946, 706.",['[H]c1c(C(=O)OC([H])([H])[H])c([H])c2c([H])c3c([H])c([H])c(N([H])[H])c([H])c3nc2c1[H]'],['[#8](-[#6](=[#8])-[#6]1:[#6](:[#6]2:[#6](:[#7]:[#6]3:[#6](:[#6]:2-[H]):[#6](:[#6](:[#6](-[#7](-[H])-[H]):[#6]:3-[H])-[H])-[H]):[#6](:[#6]:1-[H])-[H])-[H])-[#6@](-[H])(-[H])-[H]'],"['InChI=1S/C15H12N2O2/c1-19-15(18)10-3-5-13-11(7-10)6-9-2-4-12(16)8-14(9)17-13/h2-8H,16H2,1H3']",['HDCMPRICNKUDDN-UHFFFAOYSA-N']
3amino7carboxyacridine_cation->neut,2.3,"Acridine, 3-amino-7-carboxy-","A. Albert and R. Goldacre. J. Chem. Soc. 1946, 706.","['[H]OC(=O)c1c([H])c([H])c2nc3c([H])c(N([H])[H])c([H])c([H])c3c([H])c2c1[H]', '[H]c1c(C(=O)[O-])c([H])c2c([H])c3c([H])c([H])c([N+]([H])([H])[H])c([H])c3nc2c1[H]', '[H]c1c2c([H])c3c([H])c(C(=O)[O-])c([H])c([H])c3n([H])c-2c([H])c(=[N+]([H])[H])c1[H]']","['[#8]=[#6](-[#8]-[H])-[#6]1:[#6](:[#6]2:[#6](:[#7]:[#6]3:[#6](:[#6]:2-[H]):[#6](:[#6](:[#6](-[#7](-[H])-[H]):[#6]:3-[H])-[H])-[H]):[#6](:[#6]:1-[H])-[H])-[H]', '[#8]=[#6](-[#8-])-[#6]1:[#6](:[#6]2:[#6](:[#7]:[#6]3:[#6](:[#6]:2-[H]):[#6](:[#6](:[#6](-[#7@@+](-[H])(-[H])-[H]):[#6]:3-[H])-[H])-[H]):[#6](:[#6]:1-[H])-[H])-[H]', '[#8]=[#6](-[#8-])-[#6]1:[#6](:[#6]2:[#6](:[#7](:[#6]3-[#6](:[#6]:2-[H]):[#6](:[#6](:[#6](=[#7+](-[H])-[H]):[#6]:3-[H])-[H])-[H])-[H]):[#6](:[#6]:1-[H])-[H])-[H]', '[#8](-[#6](=[#8])-[#6]1:[#6](:[#6]2:[#6](:[#7]:[#6]3:[#6](:[#6]:2-[H]):[#6](:[#6](:[#6](-[#7](-[H])-[H]):[#6]:3-[H])-[H])-[H]):[#6](:[#6]:1-[H])-[H])-[H])-[H]']","['InChI=1S/C14H10N2O2/c15-11-3-1-8-5-10-6-9(14(17)18)2-4-12(10)16-13(8)7-11/h1-7H,15H2,(H,17,18)', 'InChI=1S/C14H10N2O2/c15-11-3-1-8-5-10-6-9(14(17)18)2-4-12(10)16-13(8)7-11/h1-7,15-16H,(H,17,18)']","['BMOHFMNHDJZPMB-UHFFFAOYSA-N', 'OILKIFQLZRVNLB-UHFFFAOYSA-N']"
3amino7carboxyacridine_neut->an,8,"Acridine, 3-amino-7-carboxy-","A. Albert and R. Goldacre. J. Chem. Soc. 1946, 706.","['[H]OC(=O)c1c([H])c([H])c2nc3c([H])c(N([H])[H])c([H])c([H])c3c([H])c2c1[H]', '[H]c1c(C(=O)[O-])c([H])c2c([H])c3c([H])c([H])c([N+]([H])([H])[H])c([H])c3nc2c1[H]', '[H]c1c2c([H])c3c([H])c(C(=O)[O-])c([H])c([H])c3n([H])c-2c([H])c(=[N+]([H])[H])c1[H]']","['[#8]=[#6](-[#8]-[H])-[#6]1:[#6](:[#6]2:[#6](:[#7]:[#6]3:[#6](:[#6]:2-[H]):[#6](:[#6](:[#6](-[#7](-[H])-[H]):[#6]:3-[H])-[H])-[H]):[#6](:[#6]:1-[H])-[H])-[H]', '[#8]=[#6](-[#8-])-[#6]1:[#6](:[#6]2:[#6](:[#7]:[#6]3:[#6](:[#6]:2-[H]):[#6](:[#6](:[#6](-[#7@@+](-[H])(-[H])-[H]):[#6]:3-[H])-[H])-[H]):[#6](:[#6]:1-[H])-[H])-[H]', '[#8]=[#6](-[#8-])-[#6]1:[#6](:[#6]2:[#6](:[#7](:[#6]3-[#6](:[#6]:2-[H]):[#6](:[#6](:[#6](=[#7+](-[H])-[H]):[#6]:3-[H])-[H])-[H])-[H]):[#6](:[#6]:1-[H])-[H])-[H]', '[#8](-[#6](=[#8])-[#6]1:[#6](:[#6]2:[#6](:[#7]:[#6]3:[#6](:[#6]:2-[H]):[#6](:[#6](:[#6](-[#7](-[H])-[H]):[#6]:3-[H])-[H])-[H]):[#6](:[#6]:1-[H])-[H])-[H])-[H]']","['InChI=1S/C14H10N2O2/c15-11-3-1-8-5-10-6-9(14(17)18)2-4-12(10)16-13(8)7-11/h1-7H,15H2,(H,17,18)', 'InChI=1S/C14H10N2O2/c15-11-3-1-8-5-10-6-9(14(17)18)2-4-12(10)16-13(8)7-11/h1-7,15-16H,(H,17,18)']","['BMOHFMNHDJZPMB-UHFFFAOYSA-N', 'OILKIFQLZRVNLB-UHFFFAOYSA-N']"
dibenzoquinuclidine_cation->neut,4.46,dibenzoquinuclidine,"S. M. H. van der Krogt and B. M. Wepster. Rec. Trav. Chim. 74, 161 (1955).",['[H]c1c([H])c([H])c2c(c1[H])N1c3c([H])c([H])c([H])c([H])c3C2([H])C([H])([H])C1([H])[H]'],['[#7]12-[#6@](-[#6@@](-[#6@](-[#6]3:[#6]-1:[#6](:[#6](:[#6](:[#6]:3-[H])-[H])-[H])-[H])(-[#6]1:[#6]-2:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H]'],"['InChI=1S/C15H13N/c1-3-7-14-12(5-1)11-9-10-16(14)15-8-4-2-6-13(11)15/h1-8,11H,9-10H2']",['LCUFLMBFUQIMBO-UHFFFAOYSA-N']
cystine_cation->neut,8.12,cystine,"I. M. Kolthoff. Biochem. Z. 162, 289 Ã¢ÂÂ(1925).",['[H]c1c([H])c2n(c(=O)c1[H])C([H])([H])[C@]1([H])C([H])([H])N([H])C([H])([H])[C@@]2([H])C1([H])[H]'],['[#8]=[#6]1:[#7]2-[#6@](-[#6@]3(-[#6@](-[#6@](-[#6@@](-[#7](-[#6@]-3(-[H])-[H])-[H])(-[H])-[H])(-[#6]:2:[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[H])(-[H])-[H])-[H])(-[H])-[H]'],"['InChI=1S/C11H14N2O/c14-11-3-1-2-10-9-4-8(5-12-6-9)7-13(10)11/h1-3,8-9,12H,4-7H2/t8-,9+/m0/s1']",['ANJTVLIZGCUXLD-DTWKUNHWSA-N']
6meergoline_cation->neut,8.87,6-Methyl ergoline,"L. C. Craig, T. Shedlovsky, R. G. Gould, and W. A. Jacobs. J. Biol. Chem. 125, 289 (1938).",['[H]c1c([H])c([H])c2c3c(c([H])n2[H])C([H])([H])[C@@]2([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])c13'],['[#7]1(-[#6@]2(-[#6@](-[#6@](-[#6@@](-[#6@@]-1(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[#6]1:[#6]3:[#6](-[#6@@]-2(-[H])-[H]):[#6](:[#7](:[#6]:3:[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[H])-[H])-[H])-[H])-[#6@](-[H])(-[H])-[H]'],"['InChI=1S/C15H18N2/c1-17-7-3-5-11-12-4-2-6-13-15(12)10(9-16-13)8-14(11)17/h2,4,6,9,11,14,16H,3,5,7-8H2,1H3/t11-,14-/m1/s1']",['NNDATQSUZGLGQT-BXUZGUMPSA-N']
semperverine_cation->neut,10.6,semperverine,"V. Prelog. Helv. Chim. Acta 31, 588 (1948).",['[H]c1c([H])c([H])c2c3c([H])c([H])n4c([H])c5c(c([H])c4c-3nc2c1[H])C([H])([H])C([H])([H])C([H])([H])C5([H])[H]'],['[#7]12:[#6](:[#6](:[#6]3:[#6](-[#6@@](-[#6@@](-[#6@](-[#6@]-3(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H]):[#6]:1-[H])-[H]):[#6]1:[#7]:[#6]3:[#6](:[#6]-1:[#6](:[#6]:2-[H])-[H]):[#6](:[#6](:[#6](:[#6]:3-[H])-[H])-[H])-[H]'],"['InChI=1S/C19H16N2/c1-2-6-14-12-21-10-9-16-15-7-3-4-8-17(15)20-19(16)18(21)11-13(14)5-1/h3-4,7-12H,1-2,5-6H2']",['UQVUEULZDJRMJR-UHFFFAOYSA-N']
3amino1hindazole_cation->neut,3.12,1H-Indazol-3-amine,"A. Albert, R. Goldacre, and J. Phillips. J. Chem. Soc. 1948, 2240.","['[H]c1c([H])c([H])c2c(N([H])[H])n([H])nc2c1[H]', '[H]c1c([H])c([H])c2c([N+]([H])([H])[H])n[n-]c2c1[H]', '[H]c1c([H])c([H])c2c(c(N([H])[H])nn2[H])c1[H]']","['[#7]1:[#7](:[#6](-[#7](-[H])-[H]):[#6]2:[#6]:1:[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H])-[H]', '[#7]1:[#7]:[#6](-[#7@@+](-[H])(-[H])-[H]):[#6]2:[#6]:1:[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H]', '[#7]1(:[#7]:[#6](-[#7](-[H])-[H]):[#6]2:[#6]:1:[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H])-[H]']","['InChI=1S/C7H7N3/c8-7-5-3-1-2-4-6(5)9-10-7/h1-4H,(H3,8,9,10)', 'InChI=1S/C7H6N3/c8-7-5-3-1-2-4-6(5)9-10-7/h1-4H,(H2-,8,9,10)/q-1/p+1']","['YDTDKKULPWTHRV-UHFFFAOYSA-N', 'WDRDJIKPKBUQOY-UHFFFAOYSA-O']"
4amino1hindazole_cation->neut,3.26,1H-indazol-4-amine,"R. Sureau. Bull. Soc. Chim. France 1956, 622","['[H]c1c([H])c([H])c2c(c([H])nn2[H])c1N([H])[H]', '[H]c1c([H])c(N([H])[H])c2c([H])n([H])nc2c1[H]', '[H]c1c([H])c([N+]([H])([H])[H])c2c([H])n[n-]c2c1[H]']","['[#7]1(:[#7]:[#6](:[#6]2:[#6]:1:[#6](:[#6](:[#6](:[#6]:2-[#7](-[H])-[H])-[H])-[H])-[H])-[H])-[H]', '[#7]1:[#7](:[#6](:[#6]2:[#6]:1:[#6](:[#6](:[#6](:[#6]:2-[#7](-[H])-[H])-[H])-[H])-[H])-[H])-[H]', '[#7]1:[#7]:[#6](:[#6]2:[#6]:1:[#6](:[#6](:[#6](:[#6]:2-[#7@+](-[H])(-[H])-[H])-[H])-[H])-[H])-[H]']","['InChI=1S/C7H7N3/c8-6-2-1-3-7-5(6)4-9-10-7/h1-4H,8H2,(H,9,10)', 'InChI=1S/C7H6N3/c8-6-2-1-3-7-5(6)4-9-10-7/h1-4H,8H2/q-1/p+1']","['MDELYEBAXHZXLZ-UHFFFAOYSA-N', 'DTMFTLSHCNSGRQ-UHFFFAOYSA-O']"
5amino1hindazole_cation->neut,5.12,1H-indazol-5-amine,"R. Sureau. Bull. Soc. Chim. France 1956, 622","['[H]c1c(N([H])[H])c([H])c2c([H])nn([H])c2c1[H]', '[H]c1c(N([H])[H])c([H])c2c([H])n([H])nc2c1[H]', '[H]c1c([N+]([H])([H])[H])c([H])c2c([H])n[n-]c2c1[H]']","['[#7]1(:[#7]:[#6](:[#6]2:[#6]:1:[#6](:[#6](:[#6](-[#7](-[H])-[H]):[#6]:2-[H])-[H])-[H])-[H])-[H]', '[#7]1:[#7](:[#6](:[#6]2:[#6]:1:[#6](:[#6](:[#6](-[#7](-[H])-[H]):[#6]:2-[H])-[H])-[H])-[H])-[H]', '[#7]1:[#7]:[#6](:[#6]2:[#6]:1:[#6](:[#6](:[#6](-[#7@@+](-[H])(-[H])-[H]):[#6]:2-[H])-[H])-[H])-[H]']","['InChI=1S/C7H7N3/c8-6-1-2-7-5(3-6)4-9-10-7/h1-4H,8H2,(H,9,10)', 'InChI=1S/C7H6N3/c8-6-1-2-7-5(3-6)4-9-10-7/h1-4H,8H2/q-1/p+1']","['XBTOSRUBOXQWBO-UHFFFAOYSA-N', 'XJWYEYIZGMZCTF-UHFFFAOYSA-O']"
7amino1hindazole_cation->neut,3.02,1H-indazol-6-amine,"R. Sureau. Bull. Soc. Chim. France 1956, 622","['[H]c1c([H])c([H])c2c([H])n([H])nc2c1N([H])[H]', '[H]c1c([H])c([H])c2c([H])n[n-]c2c1[N+]([H])([H])[H]', '[H]c1c([H])c(N([H])[H])c2c(c([H])nn2[H])c1[H]']","['[#7]1:[#7](:[#6](:[#6]2:[#6]:1:[#6](-[#7](-[H])-[H]):[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H])-[H]', '[#7]1:[#7]:[#6](:[#6]2:[#6]:1:[#6](-[#7@@+](-[H])(-[H])-[H]):[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H]', '[#7]1(:[#7]:[#6](:[#6]2:[#6]:1:[#6](-[#7](-[H])-[H]):[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H])-[H]']","['InChI=1S/C7H7N3/c8-6-3-1-2-5-4-9-10-7(5)6/h1-4H,8H2,(H,9,10)', 'InChI=1S/C7H6N3/c8-6-3-1-2-5-4-9-10-7(5)6/h1-4H,8H2/q-1/p+1']","['OTFFCAGPSWJBDK-UHFFFAOYSA-N', 'SJLBEOXSWNFEOH-UHFFFAOYSA-O']"
16naphthyridine_cation->neut,3.76,"1,6-Naphthyridine","A. Albert. J. Chem. Soc. 1960, 1790.",['[H]c1nc2c([H])c([H])nc([H])c2c([H])c1[H]'],['[#7]1:[#6]2:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[H]):[#6](:[#7]:[#6](:[#6]:2-[H])-[H])-[H]'],['InChI=1S/C8H6N2/c1-2-7-6-9-5-3-8(7)10-4-1/h1-6H'],['VSOSXKMEQPYESP-UHFFFAOYSA-N']
17naphtyridine_cation->neut,3.61,"1,7-Naphthyridine","A. Albert. J. Chem. Soc. 1960, 1790.",['[H]c1nc2c([H])nc([H])c([H])c2c([H])c1[H]'],['[#7]1:[#6]2:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[H]):[#6](:[#6](:[#7]:[#6]:2-[H])-[H])-[H]'],['InChI=1S/C8H6N2/c1-2-7-3-5-9-6-8(7)10-4-1/h1-6H'],['MXBVNILGVJVVMH-UHFFFAOYSA-N']
18naphthyridine_cation->neut,3.36,"1,8-Naphthyridine","A. Albert, D. J. Brown, and G. Cheeseman. J. Chem. Soc. 1951, 474",['[H]c1nc2nc([H])c([H])c([H])c2c([H])c1[H]'],['[#7]1:[#6]2:[#7]:[#6](:[#6](:[#6](:[#6]:2:[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[H])-[H])-[H]'],['InChI=1S/C8H6N2/c1-3-7-4-2-6-10-8(7)9-5-1/h1-6H'],['FLBAYUMRQUHISI-UHFFFAOYSA-N']
8oh17naphthyridine_cation->neut,2.53,"1,7-Naphthyridin-8(7H)-one","	A. Albert and A. Hampton. J. Chem. Soc. 1954, 505.",['[H]c1nc2c(=O)n([H])c([H])c([H])c2c([H])c1[H]'],['[#8]=[#6]1:[#7](:[#6](:[#6](:[#6]2:[#6]:1:[#7]:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H])-[H])-[H]'],"['InChI=1S/C8H6N2O/c11-8-7-6(3-5-10-8)2-1-4-9-7/h1-5H,(H,10,11)']",['VTUQISVBYRDYAW-UHFFFAOYSA-N']
8oh17naphthyridine_neut->an,12.04,"1,7-Naphthyridin-8(7H)-one","	A. Albert and A. Hampton. J. Chem. Soc. 1954, 505.",['[H]c1nc2c(=O)n([H])c([H])c([H])c2c([H])c1[H]'],['[#8]=[#6]1:[#7](:[#6](:[#6](:[#6]2:[#6]:1:[#7]:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H])-[H])-[H]'],"['InChI=1S/C8H6N2O/c11-8-7-6(3-5-10-8)2-1-4-9-7/h1-5H,(H,10,11)']",['VTUQISVBYRDYAW-UHFFFAOYSA-N']
8oh16naphthyridine_cation->neut,4.05,"1,6-Naphthyridin-8-ol","	A. Albert and A. Hampton. J. Chem. Soc. 1954, 505.","['[H]C1=[N+]=C([H])C2=C([H])C([H])=C([H])N([H])C2=C1[O-]', '[H]c1nc2c([O-])c([H])[n+]([H])c([H])c2c([H])c1[H]', '[H]Oc1c([H])nc([H])c2c([H])c([H])c([H])nc12']","['[#8]-[#6]1=[#6]2-[#7](-[#6](=[#6](-[#6](=[#6]-2-[#6](=[#7+]=[#6]-1-[H])-[H])-[H])-[H])-[H])-[H]', '[#8]-[#6]1:[#6]2:[#7]:[#6](:[#6](:[#6](:[#6]:2:[#6](:[#7+](:[#6]:1-[H])-[H])-[H])-[H])-[H])-[H]', '[#8](-[#6]1:[#6]2:[#7]:[#6](:[#6](:[#6](:[#6]:2:[#6](:[#7]:[#6]:1-[H])-[H])-[H])-[H])-[H])-[H]']","['InChI=1S/C8H6N2O/c11-7-5-9-4-6-2-1-3-10-8(6)7/h1-5,11H']",['WHFQWQIDXMOZBD-UHFFFAOYSA-N']
8oh16naphthyridine_neut->an,8.35,"1,6-Naphthyridin-8-ol","	A. Albert and A. Hampton. J. Chem. Soc. 1954, 505.","['[H]C1=[N+]=C([H])C2=C([H])C([H])=C([H])N([H])C2=C1[O-]', '[H]c1nc2c([O-])c([H])[n+]([H])c([H])c2c([H])c1[H]', '[H]Oc1c([H])nc([H])c2c([H])c([H])c([H])nc12']","['[#8]-[#6]1=[#6]2-[#7](-[#6](=[#6](-[#6](=[#6]-2-[#6](=[#7+]=[#6]-1-[H])-[H])-[H])-[H])-[H])-[H]', '[#8]-[#6]1:[#6]2:[#7]:[#6](:[#6](:[#6](:[#6]:2:[#6](:[#7+](:[#6]:1-[H])-[H])-[H])-[H])-[H])-[H]', '[#8](-[#6]1:[#6]2:[#7]:[#6](:[#6](:[#6](:[#6]:2:[#6](:[#7]:[#6]:1-[H])-[H])-[H])-[H])-[H])-[H]']","['InChI=1S/C8H6N2O/c11-7-5-9-4-6-2-1-3-10-8(6)7/h1-5,11H']",['WHFQWQIDXMOZBD-UHFFFAOYSA-N']
4oh15naphthyridine_cation->neut,2.81,"1,5-Naphthyridin-4-ol","	A. Albert and A. Hampton. J. Chem. Soc. 1954, 505.","['[H]c1nc2c(=O)c([H])c([H])n([H])c2c([H])c1[H]', '[H]Oc1c([H])c([H])nc2c([H])c([H])c([H])nc12']","['[#8]=[#6]1:[#6]2:[#7]:[#6](:[#6](:[#6](:[#6]:2:[#7](:[#6](:[#6]:1-[H])-[H])-[H])-[H])-[H])-[H]', '[#8](-[#6]1:[#6]2:[#7]:[#6](:[#6](:[#6](:[#6]:2:[#7]:[#6](:[#6]:1-[H])-[H])-[H])-[H])-[H])-[H]']","['InChI=1S/C8H6N2O/c11-7-3-5-9-6-2-1-4-10-8(6)7/h1-5H,(H,9,11)']",['NSPLFNGUPLZYHV-UHFFFAOYSA-N']
4oh15naphthyridine_neut->an,10.03,"1,5-Naphthyridin-4-ol","	A. Albert and A. Hampton. J. Chem. Soc. 1954, 505.","['[H]c1nc2c(=O)c([H])c([H])n([H])c2c([H])c1[H]', '[H]Oc1c([H])c([H])nc2c([H])c([H])c([H])nc12']","['[#8]=[#6]1:[#6]2:[#7]:[#6](:[#6](:[#6](:[#6]:2:[#7](:[#6](:[#6]:1-[H])-[H])-[H])-[H])-[H])-[H]', '[#8](-[#6]1:[#6]2:[#7]:[#6](:[#6](:[#6](:[#6]:2:[#7]:[#6](:[#6]:1-[H])-[H])-[H])-[H])-[H])-[H]']","['InChI=1S/C8H6N2O/c11-7-3-5-9-6-2-1-4-10-8(6)7/h1-5H,(H,9,11)']",['NSPLFNGUPLZYHV-UHFFFAOYSA-N']
3nitro16naphthyridine_cation->neut,2.32,"3-Nitro-1,6-naphthyridine",W. L. F. Armarego. Unpublished data.,['[H]c1nc2c([H])c([H])nc([H])c2c([H])c1[N+](=O)[O-]'],['[#8]=[#7+](-[#8-])-[#6]1:[#6](:[#6]2:[#6](:[#7]:[#6]:1-[H]):[#6](:[#6](:[#7]:[#6]:2-[H])-[H])-[H])-[H]'],['InChI=1S/C8H5N3O2/c12-11(13)7-3-6-4-9-2-1-8(6)10-5-7/h1-5H'],['IWVPIEGKWBOSSO-UHFFFAOYSA-N']
2aminopurine_2cation->cation,-0.28,2-Aminopurine,"A. Albert and D. J. Brown. J. Chem. Soc. 1954, 2060.","['[H]C1=C2C(=NC([H])=[N+]2[H])N([H])[C-](N([H])[H])N1[H]', '[H]C1=NC2=C([H])N([H])[C-](N([H])[H])N([H])C2=[N+]1[H]']","['[#7]1(-[#6]2-[#6](=[#7]-[#6]=1-[H])-[#7](-[#6-](-[#7](-[#6]=2-[H])-[H])-[#7](-[H])-[H])-[H])-[H]', '[#7]1-[#6]2-[#6](=[#7+](-[#6]=1-[H])-[H])-[#7](-[#6-](-[#7](-[#6]=2-[H])-[H])-[#7](-[H])-[H])-[H]']","['InChI=1S/C5H6N5/c6-5-7-1-3-4(10-5)9-2-8-3/h1-2,7H,6H2,(H,8,9,10)/q-1/p+1']",['GGDUZSDCJNUHFL-UHFFFAOYSA-O']
